,Headline,Positive,Negative,Neutral,date,article_id
0,20150101 DOMESTIC,0.028003038838505745,0.05632602795958519,0.9156709313392639,01/01/2015,1
1,writers are mixed over amazon unlimited,0.028539257124066353,0.7729952931404114,0.19846554100513458,01/01/2015,62
2,finding the bus with the backpack,0.06336505711078644,0.06679392606019974,0.8698410391807556,01/01/2015,61
3,china japan dispute over islands spreads to cyberspace,0.03007061593234539,0.769873857498169,0.20005548000335693,01/01/2015,57
4,20150101_NEWYEAR_HP,0.04484241455793381,0.07961329072713852,0.8755443692207336,01/01/2015,56
5,corrections january 1 2015,0.02251361683011055,0.05444879084825516,0.923037588596344,01/01/2015,55
6,quotation of the day,0.03285898268222809,0.06459265947341919,0.9025484323501587,01/01/2015,54
7,whats on tv thursday,0.02849620208144188,0.05735064670443535,0.9141532182693481,01/01/2015,53
8,queens man is charged with murdering 4 month old son,0.030574418604373932,0.7354965806007385,0.23392897844314575,01/01/2015,51
9,20150101_NEWYEAR_NYTNOW,0.026896871626377106,0.06032942980527878,0.9127736687660217,01/01/2015,50
10,north korea leader seeks meeting with south,0.17956531047821045,0.025634581223130226,0.7948001027107239,01/01/2015,49
11,college football playoff may be a boon or just a pandoras box,0.05110330134630203,0.051435958594083786,0.8974607586860657,01/01/2015,48
12,charles m blow look back to move forward,0.10016507655382156,0.02144308015704155,0.8783918619155884,01/01/2015,47
13,after several false starts finding a career path,0.09983004629611969,0.09592919796705246,0.8042408227920532,01/01/2015,46
14,whereabouts of us spy released in cuba deal are unknown,0.020705413073301315,0.20791050791740417,0.771384060382843,01/01/2015,45
15,20150101_NEWYEAR,0.044719915837049484,0.049159642308950424,0.9061204791069031,01/01/2015,44
16,days of remembrance,0.046095509082078934,0.07572271674871445,0.8781817555427551,01/01/2015,69
17,1940 paris celebrates new year,0.08536975085735321,0.04497462138533592,0.8696556687355042,01/01/2015,70
18,ten tips for happiness on a postcard from the past,0.11075936257839203,0.04279147833585739,0.8464491367340088,01/01/2015,72
19,1907 8 the times drops the ball,0.021293872967362404,0.8058924078941345,0.17281369864940643,01/01/2015,83
