,Headline,Positive,Negative,Neutral,date,article_id
0,a concert hall in paris aims to bridge divides,0.6256266832351685,0.013591669499874115,0.36078163981437683,14/01/2015,2605
1,ruben ostlunds involuntary play and the guitar mongoloid,0.05101760849356651,0.03711606562137604,0.9118662476539612,14/01/2015,2606
2,je suis charlie et ahmed teaching and learning about the charlie hebdo attacks,0.1172996535897255,0.011802456341683865,0.8708978891372681,14/01/2015,2856
3,20150114 WYG,0.02984583005309105,0.07574322074651718,0.8944109678268433,14/01/2015,2610
4,dr dog plays at the music hall of williamsburg,0.07956142723560333,0.052879806607961655,0.8675587773323059,14/01/2015,2611
5,britain inflation,0.09376980364322662,0.1290002465248108,0.7772299647331238,14/01/2015,2475
6,in malibu luxury home listings thousands of square feet often go missing,0.02439233846962452,0.07550936937332153,0.9000982642173767,14/01/2015,2625
7,ann curry leaves nbc news to develop media start up,0.022465962916612625,0.08158014714717865,0.8959539532661438,14/01/2015,2634
8,music academy in chennai hosts indian dance festival,0.04932095482945442,0.022929368540644646,0.9277496933937073,14/01/2015,2619
9,paddingtons forebear a talk with michael bond,0.09546174854040146,0.02104128897190094,0.8834969997406006,14/01/2015,2868
10,local taxes hit lower wage earners harder study finds,0.08762700110673904,0.8311174511909485,0.08125553280115128,14/01/2015,2632
11,human capital directed by paolo virz,0.04123060405254364,0.028240909799933434,0.930528461933136,14/01/2015,2624
12,al bendich defender of howl and lenny bruces comedy is dead at 85,0.025793202221393585,0.21178114414215088,0.7624256610870361,14/01/2015,2631
13,match starring patrick stewart as a dance instructor,0.05370546132326126,0.04117782786488533,0.9051166772842407,14/01/2015,2617
14,judge dismisses assault charges against hope solo,0.04543144255876541,0.6398802995681763,0.3146882951259613,14/01/2015,2628
15,retail sales dropped more than expected in december,0.007220007479190826,0.9752678275108337,0.017512105405330658,15/01/2015,2751
16,15scene marni,0.042719412595033646,0.03259776905179024,0.9246828556060791,15/01/2015,3166
17,daily stock market activity,0.021237967535853386,0.048998959362506866,0.9297630786895752,15/01/2015,2753
18,taxi strikes spread across china,0.020024478435516357,0.8702468872070312,0.10972867906093597,15/01/2015,2742
19,real estate in slovenia,0.04234619811177254,0.02240605652332306,0.9352477192878723,15/01/2015,2749
20,12 Golden globe parties,0.1850319504737854,0.04668360576033592,0.7682844400405884,15/01/2015,2308
21,unplayed notes dallas contemporary loris greaud,0.03263751044869423,0.07185220718383789,0.8955102562904358,15/01/2015,3169
22,john galliano returns to the runway with maison martin margiela,0.059563882648944855,0.039433881640434265,0.9010022282600403,15/01/2015,2327
23,15NYTNOW EVENINGSS,0.030120886862277985,0.08561743050813675,0.8842617273330688,15/01/2015,3159
24,international space station ammonia leak,0.06751497089862823,0.046051111072301865,0.8864339590072632,15/01/2015,2755
25,homes for sale in california massachusetts and minnesota,0.0478176586329937,0.020664440467953682,0.9315179586410522,15/01/2015,2750
26,airlines address security of mileage accounts,0.03655444085597992,0.02889311872422695,0.9345524311065674,15/01/2015,3160
27,credit checks letter to mayor and council,0.0680004134774208,0.017032993957400322,0.9149666428565979,15/01/2015,3263
28,17nyimmig spanish ss,0.04228181764483452,0.02886202558875084,0.9288561940193176,15/01/2015,3355
29,2015LivelyMorgueTumblr51,0.0811145007610321,0.03898894041776657,0.8798965215682983,15/01/2015,3253
30,martina navratilova adds coach and wife to list of titles,0.02278303913772106,0.07202786952257156,0.9051890969276428,15/01/2015,2643
31,symbols with supposed magic power,0.0566742904484272,0.024944303557276726,0.9183814525604248,15/01/2015,3241
32,20150115 MENSACCESSORIES,0.026497725397348404,0.0324690118432045,0.9410333037376404,15/01/2015,2616
33,need some espionage done hackers are for hire online,0.03204147517681122,0.1028955727815628,0.865062952041626,15/01/2015,3229
34,20150115 BROWSE2,0.031118186190724373,0.05348777770996094,0.9153940677642822,15/01/2015,2881
35,16execute doc,0.05505572259426117,0.022588716819882393,0.9223555326461792,15/01/2015,3221
36,google glass to leave research lab as new boss takes over project,0.014329659752547741,0.7962418794631958,0.1894284039735794,15/01/2015,3219
37,how vitamin d may fight colon cancer,0.06477414071559906,0.02130662463605404,0.9139192700386047,15/01/2015,3218
38,live from death row,0.03234986588358879,0.062457118183374405,0.9051929712295532,15/01/2015,3217
39,would you want to dress like colin firths spy character in kingsman,0.03017200343310833,0.04598911106586456,0.9238389134407043,15/01/2015,2577
40,johnny gandelsman performs bach violin works at bargemusic,0.07077478617429733,0.03222658485174179,0.8969985842704773,15/01/2015,2860
41,cheyenne jackson at cafe carlyle,0.05649559199810028,0.06361036002635956,0.8798940181732178,15/01/2015,2863
42,document bp deepwater horizon ruling,0.06387609988451004,0.02015788108110428,0.9159659743309021,15/01/2015,3212
43,hong kongs leader says concessions to protesters could lead to anarchy,0.019427329301834106,0.9297226667404175,0.05084998160600662,15/01/2015,2710
44,charlie hebdo prophet muhammad,0.04104329273104668,0.048632990568876266,0.9103237390518188,15/01/2015,2711
45,ecb bond buying program court european union,0.0987527072429657,0.013505498878657818,0.8877418041229248,15/01/2015,2712
46,al qaeda in the arabian peninsula charlie hebdo,0.0329362154006958,0.14710348844528198,0.8199602961540222,15/01/2015,2720
47,under new rules expect more tony nominees this season,0.057810645550489426,0.03828421235084534,0.9039052128791809,15/01/2015,3198
48,japan to increase government spending,0.8845087885856628,0.016437111422419548,0.09905409067869186,15/01/2015,2728
49,pitti uomo marni fall winter 2015,0.040574487298727036,0.08549298346042633,0.8739326000213623,15/01/2015,3188
50,silicon valley antitrust case settlement poaching engineers,0.0381537564098835,0.707879900932312,0.25396645069122314,15/01/2015,2729
51,17NYIMMIG_ss,0.03817886859178543,0.04660947993397713,0.9152116775512695,15/01/2015,3351
52,10 turks said to be under arrest for aiding terrorist suspects in china,0.027898717671632767,0.6867496967315674,0.2853515148162842,15/01/2015,2733
53,amazon comes out swinging with tv pilots,0.3027094900608063,0.01997959055006504,0.6773108839988708,15/01/2015,2862
54,undetected defense at edgar kaplan winter regional ,0.048000164330005646,0.03653077408671379,0.9154691100120544,15/01/2015,2882
55,bullet caucus in brazil signals a shift to the right,0.31488871574401855,0.0465974435210228,0.6385138034820557,15/01/2015,2767
56,dzhokhar tsarnaev boston marathon bombing trial,0.040546294301748276,0.481360524892807,0.4780932068824768,15/01/2015,2759
57,phil africa 59 of black liberation group move long in prison,0.1542527973651886,0.18220721185207367,0.6635400056838989,15/01/2015,2961
58,republican convention set earlier next year,0.03677727282047272,0.038892704993486404,0.9243299961090088,15/01/2015,2960
59,obama announces moves to encourage expansion of public broadband networks,0.6946330070495605,0.013905772008001804,0.29146119952201843,15/01/2015,2959
60,winning lottery numbers for jan 14 2015,0.02822544053196907,0.058120157569646835,0.9136543869972229,15/01/2015,2958
61,crisis in france is seen as sign of chronic ills,0.025596441701054573,0.9247745871543884,0.04962894320487976,15/01/2015,2957
62,in detroit google makes a case for driverless cars,0.13823650777339935,0.058915767818689346,0.802847683429718,15/01/2015,2956
63,a business collapse froze his income and then the pharmacy bills came,0.01096368208527565,0.8886836171150208,0.10035277158021927,15/01/2015,2955
64,attack prompts debate on the roots of muslim objection to image making ,0.031904712319374084,0.45754387974739075,0.5105513334274292,15/01/2015,2954
65,taylor macs a 24 decade history of popular music 1900 1950s,0.10817427188158035,0.014465810731053352,0.8773598670959473,15/01/2015,2869
66,after an absence nbc agrees to a ringside seat,0.09730465710163116,0.016919761896133423,0.8857755661010742,15/01/2015,2952
67,iran charges and will try jason rezaian washington post reporter,0.03184674307703972,0.37999507784843445,0.588158130645752,15/01/2015,2962
68,president of new york city police union faces internal opposition,0.017412394285202026,0.8501599431037903,0.13242760300636292,15/01/2015,2951
69, court takes paternity suit against spains ex king,0.042094700038433075,0.5655104517936707,0.3923947811126709,15/01/2015,2949
70,gail collins dropouts and politics and cats,0.019805176183581352,0.22758230566978455,0.7526124715805054,15/01/2015,2948
71,nicholas kristof an islamic reformer lashed,0.07175064831972122,0.03968362510204315,0.888565719127655,15/01/2015,2947
72,as a player todd bowles had the aura of a future head coach,0.08986828476190567,0.02344704233109951,0.8866846561431885,15/01/2015,2946
73,tips to get the most out of apple ios 8,0.05525685474276543,0.02428462915122509,0.9204585552215576,15/01/2015,2871
74,tommy caldwell and kevin jorgeson relax finally and talk about climbing the dawn wall,0.13301339745521545,0.014095179736614227,0.8528914451599121,15/01/2015,2944
75,obama plans to push bill for providing paid leave to workers ,0.17005690932273865,0.13092535734176636,0.6990177631378174,15/01/2015,2943
76,cia officers are cleared in senate computer search,0.02993166260421276,0.14744718372821808,0.8226211071014404,15/01/2015,2942
77,one person dies and many others fall ill after saline infusions,0.009263170883059502,0.9499513506889343,0.04078551009297371,15/01/2015,2941
78,web failure slows new york citys id program,0.014741717837750912,0.8155665993690491,0.16969162225723267,15/01/2015,2940
79,readers in europe respond to the paris attacks,0.18666641414165497,0.01873661018908024,0.7945969700813293,15/01/2015,2950
80,brooklyn nets put on sleepy show after morning workout,0.07714495062828064,0.02293352410197258,0.8999215364456177,15/01/2015,2963
81,under new agreement us will end oversight of the teamsters in five years,0.022573815658688545,0.3715341091156006,0.6058921217918396,15/01/2015,2965
82,us moves five yemenis from guantnamo,0.10933198034763336,0.33165454864501953,0.5590134859085083,15/01/2015,2966
83,robert frank telling it like it was,0.039801567792892456,0.09012581408023834,0.8700725436210632,15/01/2015,2992
84,should newspapers reprint cartoons of the prophet muhammad that some deem offensive,0.02779204584658146,0.2230420559644699,0.749165952205658,15/01/2015,2991
85,carlos slim more than doubles his stake in times company,0.07454783469438553,0.014098596759140491,0.911353588104248,15/01/2015,2854
86,6 qs about the news impossible task climbers come out on top,0.2107439488172531,0.0628431960940361,0.7264128923416138,15/01/2015,2989
87,test yourself in case you missed it,0.055718276649713516,0.04564272239804268,0.8986389636993408,15/01/2015,2988
88,expanding community college access,0.7298252582550049,0.013548272661864758,0.2566264271736145,15/01/2015,2987
89,how to spend new yorks spare dollar5 billion,0.04870881885290146,0.02337733469903469,0.9279137849807739,15/01/2015,2986
90,time to test north koreas intentions,0.15872600674629211,0.02039831317961216,0.8208757638931274,15/01/2015,2985
91,trying to solve the great wage slowdown,0.1658613383769989,0.046354375779628754,0.7877843379974365,15/01/2015,2984
92,corrections january 15 2015,0.021861104294657707,0.059791192412376404,0.9183477759361267,15/01/2015,2983
93,quotation of the day,0.03285898268222809,0.06459265947341919,0.9025484323501587,15/01/2015,2982
94,20150115detroit nytnow,0.0385395884513855,0.023339159786701202,0.9381212592124939,15/01/2015,2981
95,whats on tv thursday,0.02849620208144188,0.05735064670443535,0.9141532182693481,15/01/2015,2980
96,jan 15 2015 pictures of the day,0.0406099408864975,0.052073366940021515,0.9073166847229004,15/01/2015,3157
97,hired for new york jails despite warning signs,0.10284459590911865,0.5399624109268188,0.3571929633617401,15/01/2015,2977
98,word of the day humanitarian,0.13572703301906586,0.03716709092259407,0.8271058797836304,15/01/2015,2975
99,financial distress connected to medical bills shows a decline the first in years,0.03577034920454025,0.9542813301086426,0.009948311373591423,15/01/2015,2974
100,rangers derek stepan is day to day,0.041703399270772934,0.029569583013653755,0.9287270307540894,15/01/2015,2973
101,leta sobierajski wade jeffree complements googly eyes,0.08304302394390106,0.028229182586073875,0.8887277841567993,15/01/2015,2972
102,police slowdown cost new york city an estimated 5 million in lost fines,0.01694818213582039,0.9327329993247986,0.05031876266002655,15/01/2015,2970
103,new york city education department to add or expand 40 dual language programs,0.8576046824455261,0.010133705101907253,0.13226158916950226,15/01/2015,2969
104,presidents resignation poses a political test for italian premier,0.01892271637916565,0.7838646769523621,0.19721263647079468,15/01/2015,2867
105,india unexpectedly cuts key interest rate,0.021736953407526016,0.9225562214851379,0.05570683628320694,15/01/2015,2967
106,manhattan judge offers deal to driver who killed girl 4,0.14361169934272766,0.18930308520793915,0.6670852303504944,15/01/2015,2939
107,vittorio grigolo shows restraint in les contes dhoffmann,0.4894343912601471,0.045167069882154465,0.4653984606266022,15/01/2015,2853
108,Jennifer aniston fashion,0.04126237705349922,0.08677854388952255,0.8719590306282043,15/01/2015,2872
109,flocking to buy charlie hebdo citizens signal their support of free speech,0.6634053587913513,0.019846005365252495,0.31674864888191223,15/01/2015,2936
110,20150115 LOCATION,0.025149617344141006,0.06023918464779854,0.9146111607551575,15/01/2015,2907
111,eric foner revisits myths of the underground railroad,0.033810388296842575,0.04341159760951996,0.9227780699729919,15/01/2015,2906
