,Headline,Positive,Negative,Neutral,date,article_id
0,dance on camera festival at lincoln center,0.08338548243045807,0.03784415125846863,0.8787703514099121,30/01/2015,6433
1,in girlhood a french adolescent comes out of her shell,0.044469211250543594,0.1512303501367569,0.8043004870414734,30/01/2015,6432
2,what katy perry can do for the super bowl,0.06559990346431732,0.014102556742727757,0.9202975630760193,30/01/2015,6431
3,joe biden a plan for central america,0.07881315052509308,0.025473522022366524,0.8957133293151855,30/01/2015,6430
4,moriah evanss social dance 1 8 index at issue project room,0.05954437702894211,0.024027543142437935,0.9164280891418457,30/01/2015,6429
5,spare times for jan 30 feb 5,0.020333418622612953,0.18879826366901398,0.7908684015274048,30/01/2015,6428
6,jazz listings for jan 30 feb 5,0.026072664186358452,0.052095141261816025,0.9218321442604065,30/01/2015,6419
7,spare times for children for jan 30 feb 5,0.0270572267472744,0.07752595841884613,0.8954168558120728,30/01/2015,6426
8,opera classical music listings for jan 30 feb 5,0.022733785212039948,0.046499647200107574,0.9307665228843689,30/01/2015,6420
9,museum gallery listings for jan 30 feb 5,0.018725693225860596,0.0856853574514389,0.8955889344215393,30/01/2015,6424
10,group of senators seeks to lift cuba travel limits,0.42204585671424866,0.05186675488948822,0.5260874032974243,30/01/2015,6446
11,british regulators assessing loan insurance compensation efforts,0.025541460141539574,0.10184775292873383,0.8726107478141785,30/01/2015,6530
12,the devils violinist a niccolo paganini biopic,0.05025673285126686,0.11550851911306381,0.8342347145080566,30/01/2015,6449
13,project almanac a teenage tale of time travel,0.03901979327201843,0.0375092513859272,0.9234709739685059,30/01/2015,6451
14,20150130,0.035380106419324875,0.04877562075853348,0.9158442616462708,30/01/2015,6474
15,wild card starring jason stratham,0.04030193015933037,0.05443364381790161,0.9052644968032837,30/01/2015,6473
16,house democrats are feeling inspired by obama despite facing a tough task,0.8837802410125732,0.022021504119038582,0.09419827908277512,30/01/2015,6470
17,amid party atmosphere tiger woods looks at positives after frustrating round at phoenix open,0.8130731582641602,0.07984551787376404,0.10708141326904297,30/01/2015,6469
18,a small plane sputtering gently merges into traffic on a new jersey highway,0.059713028371334076,0.5517002940177917,0.3885866701602936,30/01/2015,6468
19,theater listings for jan 30 feb 5,0.019913526251912117,0.08234249800443649,0.8977439999580383,30/01/2015,6411
20,benjamin netanyahu is talking to harry reid and leading democrats to little effect so far,0.02953900396823883,0.1170395016670227,0.8534215092658997,30/01/2015,6466
21,supremacy with danny glover,0.09556938707828522,0.06345085054636002,0.8409797549247742,30/01/2015,6465
22,greeces feisty finance minister tries a more moderate message,0.15373694896697998,0.24118275940418243,0.6050803065299988,30/01/2015,6412
23,rod mckuen prolific poet and lyricist dies at 81,0.029320349916815758,0.19597461819648743,0.7747049927711487,30/01/2015,6463
24,plane crashes near aruba after pursuit by military jets,0.021068423986434937,0.7689728736877441,0.20995870232582092,30/01/2015,6462
25,los angeles to build housing for veterans,0.2536538541316986,0.01071906741708517,0.7356271147727966,30/01/2015,6461
26,above and beyond jewish american pilots fighting for israel,0.09692059457302094,0.025634611025452614,0.8774447441101074,30/01/2015,6460
27,alien outpost directed by jabbar raisani,0.03984104096889496,0.060084469616413116,0.9000744819641113,30/01/2015,6459
28,a sundance festival sampler,0.04893163964152336,0.02291398122906685,0.9281543493270874,30/01/2015,6413
29,crash death may be tied to takata airbag,0.02558312378823757,0.32701778411865234,0.6473990678787231,30/01/2015,6457
30,for super bowl and big games drone flyovers are rising concern,0.1015949472784996,0.15411308407783508,0.7442919611930847,30/01/2015,6456
31,stephen kijaks backstreet boys documentary,0.03400413319468498,0.041215743869543076,0.9247800707817078,30/01/2015,6455
