,Headline,Positive,Negative,Neutral,date,article_id
0,corrections february 14 2015,0.02457263134419918,0.06153928488492966,0.9138880968093872,14/02/2015,9975
1,winning lottery numbers for feb 13 2015,0.025251463055610657,0.052400197833776474,0.9223483800888062,14/02/2015,9958
2,welcome in connecticut,0.12742622196674347,0.015266869217157364,0.857306957244873,14/02/2015,9916
3,the middle income trap and the alleged price of success,0.034277234226465225,0.2444545477628708,0.7212682366371155,14/02/2015,9996
4,variety spiral 3,0.05087698623538017,0.034765757620334625,0.9143572449684143,14/02/2015,10003
5,20150215Denmark now,0.046010687947273254,0.028081096708774567,0.9259082078933716,14/02/2015,10137
6,conservative christians abroad seem more accepting of evolution,0.11521586775779724,0.041591279208660126,0.8431928753852844,14/02/2015,9919
7,new york fashion week dion lee fall winter 2015,0.03380506858229637,0.08171312510967255,0.8844818472862244,14/02/2015,10022
8,whats on tv saturday,0.028406091034412384,0.055554166436195374,0.9160397052764893,14/02/2015,9977
9,14scene dion,0.048596423119306564,0.024976110085844994,0.9264274835586548,14/02/2015,10021
10,the ants the honeybees and me,0.02651738002896309,0.056410904973745346,0.9170717000961304,14/02/2015,10019
11,anastasia lagune transforms at dion lee,0.17669205367565155,0.06106764078140259,0.7622402310371399,14/02/2015,10018
12,at new york mens day mens weartakes a turn front and center,0.04785151407122612,0.031313829123973846,0.9208346009254456,14/02/2015,9923
13,20150214FW2,0.03127089887857437,0.04994221404194832,0.918786883354187,14/02/2015,10016
14,perched in the sky rihanna toasts fendi,0.15554818511009216,0.02080744132399559,0.8236443996429443,14/02/2015,10012
15,new york fashion week lacoste fall winter 2015,0.03642480447888374,0.07815860956907272,0.8854166269302368,14/02/2015,10006
16,bernard lagat hopes to break eamonn coghlans age group record,0.46634942293167114,0.012085894122719765,0.5215646624565125,14/02/2015,9924
17,what your online comments say about you,0.02671923115849495,0.03756721317768097,0.935713529586792,14/02/2015,10002
18,multicolored snow in russia no worries officials say,0.15993985533714294,0.11808650940656662,0.7219736576080322,14/02/2015,9926
19,a new fix for obamacare,0.1247284784913063,0.028508275747299194,0.8467633128166199,14/02/2015,9929
20,banana republicarrives at fashion week,0.04559067264199257,0.054715365171432495,0.8996939659118652,14/02/2015,9930
21,arthur c brooks taking risks in love,0.10862253606319427,0.053508006036281586,0.83786940574646,14/02/2015,9932
22,gary owens announcer on laugh in dies at 80,0.03186006098985672,0.050165511667728424,0.9179744124412537,14/02/2015,9933
23,one for the record book 11 days pass in new york city with no murders,0.18110442161560059,0.03576219826936722,0.7831334471702576,14/02/2015,9934
24,superhero movies create opportunity for toymakers,0.27033406496047974,0.012045522220432758,0.7176204323768616,14/02/2015,9935
25,lacoste fall 2015 rtw,0.03590937331318855,0.08027941733598709,0.8838112354278564,14/02/2015,10005
26,sifting ukrainian fact from ukrainian fiction,0.03530258312821388,0.05489964410662651,0.909797728061676,14/02/2015,9936
27,in dunk contest tallest competitors face taller odds,0.0855015218257904,0.10100701451301575,0.8134914040565491,14/02/2015,9937
28,14scene lacoste,0.04741502180695534,0.05024707689881325,0.902337908744812,14/02/2015,10004
29,lebron james and stephen curry host fitness clinic in manhattan,0.033764515072107315,0.026816820725798607,0.9394187331199646,14/02/2015,9939
30,teenager pinned under bus in brooklyn driver charged,0.022673092782497406,0.7880162596702576,0.18931061029434204,14/02/2015,9940
31,at brooklyn police station using inmates video and pizza to prevent youth crime,0.03674095869064331,0.17127645015716553,0.7919825315475464,14/02/2015,9927
32,at wes gordon and jason wuseeing blue skies in a grey horizon,0.087717704474926,0.06174192950129509,0.8505403399467468,14/02/2015,9920
33,photographs capturing moments of affection in new york city,0.06054258346557617,0.028961170464754105,0.9104962944984436,14/02/2015,9863
34,states consider increasing taxes on poor cutting them on affluent,0.11887478828430176,0.28668826818466187,0.5944369435310364,14/02/2015,9724
35,stuff we liked surprising facts about vacination and beer,0.061233822256326675,0.024875342845916748,0.9138908982276917,14/02/2015,9751
36,document culture,0.03440514951944351,0.026524603366851807,0.9390702247619629,14/02/2015,10855
37,india train derailment bangalore,0.016960320994257927,0.8494469523429871,0.13359273970127106,14/02/2015,9678
38,hot 97 a hip hop pioneer on radio reaches a crossroads,0.6718668341636658,0.02749571204185486,0.30063754320144653,14/02/2015,9766
39,the biggest thing in fashion an nba player of course,0.05752260982990265,0.02391119860112667,0.9185661673545837,14/02/2015,9770
40,kokang rebels kill dozens of soldiers in myanmar near border with china,0.022871704772114754,0.9056366682052612,0.07149168103933334,14/02/2015,9677
41,david carr the journalists bard,0.09183794260025024,0.056853391230106354,0.8513086438179016,14/02/2015,9748
42,how arizona state reinvented free throw distraction,0.044754792004823685,0.02499881573021412,0.9302463531494141,14/02/2015,9621
43,the loss of david carr,0.05123019963502884,0.4564763903617859,0.49229347705841064,14/02/2015,9783
44,even with cease fire economy in ukraine is crumbling,0.4860130250453949,0.20967191457748413,0.30431509017944336,14/02/2015,9785
45,boko haram carries out first attack in chad,0.04066775366663933,0.2518547475337982,0.7074775099754333,14/02/2015,9786
46,in lester holt nbc may get the calm after the brian williams storm,0.12722821533679962,0.04282204434275627,0.8299497365951538,14/02/2015,9793
47,no deal to free ukrainian pilot russia says,0.11803168803453445,0.057911861687898636,0.8240564465522766,14/02/2015,9796
48,health sign ups rise by millions spurred by warnings of penalties,0.6505552530288696,0.22854843735694885,0.12089633196592331,14/02/2015,9797
49,fiduciary duty rule would protect consumers and target investment brokers,0.04216350242495537,0.03292316198348999,0.9249133467674255,14/02/2015,9774
50,20150214NBAFASHION,0.026555102318525314,0.04345767945051193,0.9299872517585754,14/02/2015,9798
51,yacht chartering for beginners,0.052628807723522186,0.02090601809322834,0.9264652132987976,14/02/2015,9742
52,democrats convention choice reflects philadelphias resurgence,0.09125129878520966,0.01566670648753643,0.8930819630622864,14/02/2015,9728
53,jon stewarts america,0.029681559652090073,0.04059409350156784,0.9297243356704712,14/02/2015,9602
54,suicide attackers stage deadly assault on pakistani mosque,0.038924410939216614,0.6895780563354492,0.27149757742881775,14/02/2015,9708
55,deadline for health insurance enrollment,0.023275557905435562,0.08250605314970016,0.894218385219574,14/02/2015,9714
56,patrick chappatte on the ukraine cease fire,0.03305239975452423,0.17535752058029175,0.79159015417099,14/02/2015,9716
57,ray rice apologizes to ravens and fans for horrible mistake,0.06784036755561829,0.3424697518348694,0.5896898508071899,14/02/2015,9717
58,the mystery of lower voter registration rates of older black voters,0.25040194392204285,0.5294404029846191,0.22015762329101562,14/02/2015,9705
59,ukraine fighting escalates ahead of truce,0.039792370051145554,0.7465488314628601,0.21365875005722046,14/02/2015,9735
60,russian tv insider says putin is running the show in ukraine,0.025659624487161636,0.03481544554233551,0.9395250082015991,14/02/2015,9703
61,cctv china central television corruption,0.03644406422972679,0.03756304085254669,0.9259928464889526,14/02/2015,9701
62,un envoy to syria says assad is crucial to hopes to end war,0.1936667263507843,0.03004748374223709,0.7762858271598816,14/02/2015,9700
63,document immigration,0.02593667060136795,0.03685228154063225,0.9372110962867737,14/02/2015,10858
64,indian prime minister voices concern about targeting of churches,0.043120529502630234,0.8674806952476501,0.08939869701862335,14/02/2015,9722
