,Headline,Positive,Negative,Neutral,date,article_id
0,word of the day gloat,0.09067902714014053,0.10377488285303116,0.8055460453033447,02/02/2015,7040
1,the pay what you want experiment at synagogues,0.04348975047469139,0.037208832800388336,0.919301450252533,02/02/2015,7039
2,isis tactics questioned as hostages dwindle,0.013134320266544819,0.9067937731742859,0.08007188141345978,02/02/2015,7018
3,highlights sundance festival films,0.03612156957387924,0.058694373816251755,0.9051840901374817,02/02/2015,7038
4,tom brady refreshes his legacy with a fourth super bowl title,0.8035235404968262,0.018146313726902008,0.17833013832569122,02/02/2015,7037
5,20150202FIREss hp,0.036549411714076996,0.040270742028951645,0.9231798052787781,02/02/2015,7036
6,katy perry a pop champion of her times at the super bowl,0.16241629421710968,0.03274311497807503,0.8048405647277832,02/02/2015,7035
7,hackers use old web lure to aid assad,0.06315182894468307,0.10836073756217957,0.8284873962402344,02/02/2015,7034
8,primary strength of seahawks no 1 defense their secondary falls apart,0.02413199096918106,0.8716122508049011,0.10425576567649841,02/02/2015,7033
9,this weeks mens college basketball games to watch,0.028696997091174126,0.029637020081281662,0.9416659474372864,02/02/2015,7032
10,law favoring cuba arrivals is challenged,0.06608373671770096,0.20758524537086487,0.7263310551643372,02/02/2015,7019
11,us reveals criminal bosss role in capturing a mercenary,0.04325830936431885,0.04649575799703598,0.910245954990387,02/02/2015,7031
12,winning lottery numbers for feb 1 2015,0.02704220451414585,0.047717705368995667,0.9252400994300842,02/02/2015,7020
13,super bowl commercials go for heart not just funny bone and jugular,0.04053489491343498,0.01990102417767048,0.939564049243927,02/02/2015,7030
14,02Most,0.04263489693403244,0.04339202493429184,0.9139730930328369,02/02/2015,7021
15,carroll petrie a new york philanthropist dies at 90,0.03567107394337654,0.25935855507850647,0.7049703598022461,02/02/2015,7029
16,patriots win super bowl xlix defeating seahawks,0.22575800120830536,0.06254326552152634,0.7116987109184265,02/02/2015,7028
17,piling on work to escape gap in health law,0.047001879662275314,0.6826388835906982,0.27035918831825256,02/02/2015,7024
18,training teachers to take aim against terrorists,0.05571523681282997,0.04355671629309654,0.9007280468940735,02/02/2015,7023
19,ann mara matriarch for the giants dies at 85,0.02640966884791851,0.2771627902984619,0.6964275240898132,02/02/2015,7041
