,Headline,Positive,Negative,Neutral,date,article_id
0,for sheldon richardson a troubled jet concern mixes with trust issues,0.16592299938201904,0.3444742262363434,0.4896027743816376,01/08/2015,45643
1,revenge of the ideologues killing the export import bank,0.03283518925309181,0.7706130743026733,0.19655174016952515,01/08/2015,45650
2,emails expand on mosaic of hillary clintons days as secretary of state,0.03299504518508911,0.02898094803094864,0.9380239844322205,01/08/2015,45642
3,quotation of the day,0.03285898268222809,0.06459265947341919,0.9025484323501587,01/08/2015,45664
4,giants sign james jones to shore up receivers,0.2354423999786377,0.03584092855453491,0.7287167310714722,01/08/2015,45651
5,bnp paribass profit in 2nd quarter is bolstered by investment bank revenue,0.9478543996810913,0.019214631989598274,0.03293098509311676,01/08/2015,45531
6,inquiry faults huma abedin close aide to hillary clinton,0.1537158191204071,0.081099733710289,0.7651844024658203,01/08/2015,45722
7,literally speaking,0.045958735048770905,0.06064537540078163,0.8933959007263184,01/08/2015,45717
8,inflation paranoia as a tribal marker,0.05903658643364906,0.46215590834617615,0.4788075089454651,01/08/2015,45715
9,02mostviewed,0.04113149270415306,0.029776236042380333,0.929092288017273,01/08/2015,45709
10,variety puns and anagrams 9,0.023977531120181084,0.19345635175704956,0.7825661301612854,01/08/2015,45679
11,hot hot hot,0.05938170850276947,0.046917546540498734,0.8937007784843445,01/08/2015,45674
12,west bank arson palestinian toddler,0.04530711472034454,0.6015481352806091,0.3531447649002075,01/08/2015,45515
13,review emanuel ax at the mostly mozart festival gives a 19th century lesson,0.08370046317577362,0.047857679426670074,0.8684418201446533,01/08/2015,45480
14,turning point hilary swift,0.22780898213386536,0.07860301434993744,0.6935880184173584,01/08/2015,45667
15,corrections august 1 2015,0.02305796928703785,0.05022132769227028,0.9267206788063049,01/08/2015,45665
16,whats on tv saturday,0.028406091034412384,0.055554166436195374,0.9160397052764893,01/08/2015,45662
17,wilmer flores swaps tears for cheers with walk off home run,0.12926383316516876,0.07295719534158707,0.7977790236473083,01/08/2015,45656
