,Headline,Positive,Negative,Neutral,date,article_id
0,songwriters hall of fame to honor toby keith cyndi lauper robert hunter and jerry garcia,0.09420190751552582,0.023445380851626396,0.8823526501655579,18/02/2015,10679
1,quotation of the day,0.03285898268222809,0.06459265947341919,0.9025484323501587,18/02/2015,10676
2,20150218DOGSHOW,0.040476322174072266,0.23369066417217255,0.7258330583572388,18/02/2015,10675
3,dont talk about those unpaid bills,0.03278786316514015,0.2756359875202179,0.6915761828422546,18/02/2015,10686
4,corrections february 18 2015,0.023792726919054985,0.0671980157494545,0.9090092182159424,18/02/2015,10677
5,the modern asylum,0.09340877830982208,0.04838692769408226,0.8582043051719666,18/02/2015,10687
6,records in child abuse case acting da responds,0.03700957074761391,0.1275116354227066,0.8354787826538086,18/02/2015,10689
7,thomas friedman democracy is in recession,0.1464846432209015,0.1300402283668518,0.7234750986099243,18/02/2015,10690
8,20150218HUNGRY,0.04046626016497612,0.03684009984135628,0.9226936101913452,18/02/2015,9467
9,at division iii st thomas a coach applies his psychology doctorate,0.10743608325719833,0.01808016560971737,0.8744837641716003,18/02/2015,10557
10,patacon pisao on the lower east side,0.04817282781004906,0.021323373541235924,0.930503785610199,18/02/2015,9468
11,a stronger freedom of information act,0.48659271001815796,0.010928195901215076,0.502479076385498,18/02/2015,10691
12,frank bruni college poetry and purpose,0.03475891426205635,0.04642106965184212,0.9188200235366821,18/02/2015,10692
13,my mother is not a bird,0.028501922264695168,0.09746269136667252,0.8740354180335999,18/02/2015,10693
14,resuming offshore oil and gas drilling in the atlantic,0.5695391893386841,0.011065633967518806,0.41939517855644226,18/02/2015,10694
15,test yourself the westminster dog show,0.07541879266500473,0.0310843326151371,0.8934968709945679,18/02/2015,10695
16,20150218DOGSHOW nytnow,0.03318670019507408,0.08979953080415726,0.8770136833190918,18/02/2015,10678
17,the mission of college think about it,0.04127700254321098,0.02713133953511715,0.9315916299819946,18/02/2015,10688
18,22mag ethicists,0.03606334701180458,0.03551296517252922,0.9284237027168274,18/02/2015,9885
19,test yourself lessons from the court and the classroom,0.08686407655477524,0.026443177834153175,0.8866927027702332,19/02/2015,10998
20,in the senate women are better dealmakers than men heres proof,0.1312277764081955,0.04181763529777527,0.8269546627998352,19/02/2015,11037
21,student crossword china,0.030285410583019257,0.048851773142814636,0.9208627939224243,19/02/2015,11006
22,morning agenda britain to examine competition in banking,0.059160709381103516,0.021071461960673332,0.9197677969932556,19/02/2015,11022
23,today in politics 99,0.05985413119196892,0.02458636835217476,0.9155595302581787,19/02/2015,11018
