,Headline,Positive,Negative,Neutral,date,article_id
0,sino zhang,0.05671839416027069,0.021648116409778595,0.9216334223747253,02/07/2015,40869
1,1890 crimean heroes celebrated 2,0.10467603802680969,0.028285598382353783,0.8670383095741272,02/07/2015,40868
2,country music finds a home far from home in kenya,0.11387880891561508,0.022499695420265198,0.8636215329170227,02/07/2015,40647
3,02eveningss,0.051745396107435226,0.030854329466819763,0.9174002408981323,02/07/2015,40966
4,new yorks rent freeze may change how tenants decide on lease duration,0.016777362674474716,0.6371708512306213,0.34605175256729126,02/07/2015,40725
5,1915 belgian pacifist preaches war,0.04992752894759178,0.4707275927066803,0.4793449342250824,02/07/2015,40866
6,the dominican time bomb,0.03868039697408676,0.04958972707390785,0.9117298722267151,02/07/2015,40950
7,quotation of the day,0.03285898268222809,0.06459265947341919,0.9025484323501587,02/07/2015,40753
8,saves by dellin betances and mark teixeira preserve yankees win,0.13934297859668732,0.1700654774904251,0.69059157371521,02/07/2015,40744
9,whats on tv thursday,0.02849620208144188,0.05735064670443535,0.9141532182693481,02/07/2015,40752
10,cubas environmental concerns grow with prospect of us presence,0.31050193309783936,0.5372003316879272,0.152297705411911,02/07/2015,40653
11,ex president of sri lanka says hell lead opposition in elections,0.10800565779209137,0.1478649526834488,0.7441294193267822,02/07/2015,40645
12,as more tech start ups stay private so does the money,0.07823842018842697,0.016635868698358536,0.9051256775856018,02/07/2015,40655
13,02kristof,0.04878052696585655,0.02656622976064682,0.9246532917022705,02/07/2015,40763
14,in a brutal gun case a win for the common good,0.40403813123703003,0.15683872997760773,0.43912315368652344,02/07/2015,40888
15,jim webb candidacy assures another antiwar voice against hillary clinton,0.2888313829898834,0.045593831688165665,0.6655747890472412,02/07/2015,40926
16,frozen and the rise of elsa,0.10623455792665482,0.14397524297237396,0.7497901916503906,02/07/2015,40766
17,father of bottle bill sues walgreen over bottle redemptions,0.01334324199706316,0.896919310092926,0.08973752707242966,02/07/2015,40742
18,rule from sec would allow companies to take back executive bonuses,0.025597624480724335,0.0799717977643013,0.8944306373596191,02/07/2015,40718
19,think like a doctor limping along solved,0.04175249859690666,0.2505369782447815,0.7077105045318604,02/07/2015,40898
20,2 are killed 4 injured in car crash in queens,0.030417701229453087,0.8432360291481018,0.12634623050689697,02/07/2015,40748
21,bernie sanders raises 15 million from a wide donor base,0.5713579058647156,0.0099564790725708,0.4186856150627136,02/07/2015,40892
22,nineties nostalgia fashion independence day,0.041187990456819534,0.08054046332836151,0.8782715797424316,02/07/2015,40746
23,the importance of polling,0.12144303321838379,0.03401811420917511,0.8445388674736023,02/07/2015,40764
24,the next mark zuckerberg is not who you might think,0.031236885115504265,0.07161884754896164,0.8971443176269531,02/07/2015,40767
25,charls walker treasury official and business lobbyist is dead at 91,0.01978476531803608,0.4853955805301666,0.494819700717926,02/07/2015,40737
26,spiked punch recipe eddy nyc,0.04817114397883415,0.032095830887556076,0.9197329878807068,02/07/2015,40879
27,july 2 2015 pictures of the day,0.04608140513300896,0.05432400852441788,0.8995946049690247,02/07/2015,40991
28,chiefs of t mobile and sprint spar on twitter,0.03639879822731018,0.0468553751707077,0.9167459011077881,02/07/2015,40910
29,test your geography skills a dangerous centuries old game,0.06048630550503731,0.08595088869333267,0.8535628318786621,02/07/2015,40768
30,20150706 lens friberg,0.04703494906425476,0.03688349947333336,0.9160815477371216,02/07/2015,40988
31,a 50 dollar day in knoxville tennessee,0.26389285922050476,0.19005107879638672,0.5460560321807861,02/07/2015,40876
32,obama and walker set aside political tensions on the tarmac,0.17047828435897827,0.2852104902267456,0.5443112254142761,02/07/2015,40905
33,nicholas kristof a toddlers death in a foxhole,0.04903412237763405,0.4084412157535553,0.5425246357917786,02/07/2015,40765
34,05minions feature,0.041790448129177094,0.03617361932992935,0.9220359325408936,02/07/2015,40911
35,sonny madrid founder of lowrider magazine dies at 70,0.02785501256585121,0.2338455319404602,0.7382994890213013,02/07/2015,40738
36,june crimes in new york city at lowest since 94,0.011614755727350712,0.9599506855010986,0.028434619307518005,02/07/2015,40739
37,paypal acquires xoom for stake in digital money transfers,0.07105754315853119,0.013308651745319366,0.9156337380409241,02/07/2015,40721
38,wimbledon coco vandeweghe bethanie mattek sands roundup,0.032291967421770096,0.10292144864797592,0.8647865653038025,02/07/2015,40640
39,nothing left to lose how mayor de blasio came to call out governor cuomo,0.06281380355358124,0.11288581788539886,0.8243003487586975,02/07/2015,40743
40,us womens team lifts viewership of the world cup,0.9258676171302795,0.01721031963825226,0.056922078132629395,02/07/2015,40736
41,red bulls win battle of locals in open cup,0.3839949369430542,0.0516141876578331,0.5643909573554993,02/07/2015,40750
42,20150702pod,0.030939951539039612,0.04150119796395302,0.9275587797164917,02/07/2015,40990
