,Headline,Positive,Negative,Neutral,date,article_id
0,poll finds lukewarm support in boston for summer olympics bid,0.8051730990409851,0.12344153225421906,0.07138543576002121,21/01/2015,4005
1,shazam at 1 billion valuation after investment,0.06144065409898758,0.01739782840013504,0.9211615324020386,21/01/2015,4304
2,the boko haram factor,0.04296313598752022,0.20043478906154633,0.7566020488739014,21/01/2015,4007
3,for your consideration 2,0.04954492300748825,0.015137039124965668,0.935318112373352,21/01/2015,4320
4,battery ventures hires intel capital executive,0.042361680418252945,0.031951919198036194,0.9256863594055176,21/01/2015,4303
5,brioni and a new group of mens fashion fans,0.14226418733596802,0.009642133489251137,0.8480936288833618,21/01/2015,4010
6,a tale of two pegs,0.0487164743244648,0.07797180116176605,0.8733116984367371,21/01/2015,4301
7,FOOTBALL,0.06720734387636185,0.04539481922984123,0.887397825717926,21/01/2015,4561
8,today in politics 79,0.06298763304948807,0.024896277114748955,0.9121161103248596,21/01/2015,4300
9,daily report google makes a big bet on spacex,0.19340671598911285,0.012147914618253708,0.7944453358650208,21/01/2015,4298
10,tennis twins,0.03088078461587429,0.06706409156322479,0.9020552039146423,21/01/2015,4014
11,paris attacks suspects,0.022338006645441055,0.7183647155761719,0.259297251701355,21/01/2015,4015
12,netflix earnings,0.026803933084011078,0.035048022866249084,0.938148021697998,21/01/2015,4183
13,22BLOCKS_ss,0.02519393153488636,0.23063693940639496,0.7441691756248474,21/01/2015,4401
14,latest news state of the union spacex and the world economic forum,0.03980357572436333,0.023248499259352684,0.9369478821754456,21/01/2015,4294
15,sundance film festival animated shorts,0.0336281917989254,0.08179139345884323,0.8845804333686829,21/01/2015,4182
16,google makes 1 billion investment in spacex,0.0656953752040863,0.010940809734165668,0.9233638048171997,21/01/2015,4181
17,lemon bars with a touch of the tart and the tangy,0.08643915504217148,0.021702192723751068,0.8918585777282715,21/01/2015,3371
18,mayor bill de blasio paris terror attacks,0.034037280827760696,0.698799729347229,0.267162948846817,21/01/2015,4021
19,morning agenda dollar store predicament,0.09614280611276627,0.48623839020729065,0.41761884093284607,21/01/2015,4302
20,a tale of 2 transit systems,0.056646086275577545,0.018575062975287437,0.9247788786888123,21/01/2015,4200
21,video isis japanese hostages,0.02622816525399685,0.045549482107162476,0.9282223582267761,21/01/2015,3996
22,euroblunders,0.028678610920906067,0.034113600850105286,0.937207818031311,21/01/2015,4521
23,cari bests my three best friends and me zulay,0.18545661866664886,0.018424510955810547,0.7961188554763794,21/01/2015,4337
24,have photo albums will travel,0.03695985674858093,0.02001485787332058,0.9430252909660339,21/01/2015,4338
25,shannons scouts vs shermans armies,0.21559475362300873,0.041838377714157104,0.7425668835639954,21/01/2015,4513
26,1915 murder from the skies,0.05440165102481842,0.2889055907726288,0.6566928029060364,21/01/2015,4333
27,to combat terrorism a call for a new marshall plan,0.1967785507440567,0.013364570215344429,0.7898569107055664,21/01/2015,4199
28,will 2016 be an all ohio convention year,0.034867849200963974,0.022300759330391884,0.9428313374519348,21/01/2015,4339
29,nigerias plea for support,0.33301299810409546,0.05931190401315689,0.6076751351356506,21/01/2015,4197
30,pondering what obamas speech means for clinton,0.03293384239077568,0.06483113765716553,0.9022350311279297,21/01/2015,4329
31,a reader at home in middle earth,0.06204055994749069,0.05940723046660423,0.8785521984100342,21/01/2015,4328
32,houellebecq speaks out about novel on heels of charlie hebdo attack,0.16597972810268402,0.07181287556886673,0.7622074484825134,21/01/2015,4327
33,azerbaijans ambassador responds,0.05230877175927162,0.021466393023729324,0.9262248277664185,21/01/2015,4196
34,online tuxedo rental start up raises 10 million,0.09402686357498169,0.011889812536537647,0.8940833210945129,21/01/2015,4326
35,video tony robbins reveals his secret,0.037213943898677826,0.0463930144906044,0.9163930416107178,21/01/2015,4336
36,regulators delve into too big to fail tag,0.03111572377383709,0.4072508215904236,0.5616334080696106,21/01/2015,4523
37,defense nominee begins his senate goodwill tour,0.0534500777721405,0.07998966425657272,0.8665602207183838,21/01/2015,4325
38,goldman investments are testing volcker rule,0.09968801587820053,0.41216230392456055,0.4881496727466583,21/01/2015,4525
39,treating diabetes is less better,0.09360358119010925,0.01531536690890789,0.8910809755325317,21/01/2015,4198
40,s p to pay nearly 80 million in settlements,0.17893357574939728,0.01857079192996025,0.8024956583976746,21/01/2015,4343
41,boehner invites netanyahu to address congress,0.1049613356590271,0.016242921352386475,0.8787957429885864,21/01/2015,4342
42,iowa governor issues an ethanol warning for 2016,0.08859574794769287,0.1663038581609726,0.7451003789901733,22/01/2015,4784
43,judge vacates guilty plea of 4 men charged with insider trading on i b m stock,0.0297468900680542,0.8289316296577454,0.14132152497768402,22/01/2015,4746
44,24 Registry,0.03515871614217758,0.047312986105680466,0.9175282716751099,22/01/2015,4777
45,sundance film festival interview adam scott parks and recreation,0.0322665311396122,0.03512098640203476,0.9326125383377075,22/01/2015,4745
46,22NYTNOW EVENINGSS,0.03086770884692669,0.08412430435419083,0.885007917881012,22/01/2015,4779
47,jan 22 2015 pictures of the day,0.04017579182982445,0.052574679255485535,0.9072495698928833,22/01/2015,4786
48,jpmorgan chase keeps jamie dimons compensation unchanged,0.02637811191380024,0.06147325411438942,0.912148654460907,22/01/2015,4744
49,europe puts its money on the table,0.07148589193820953,0.029226958751678467,0.8992871642112732,22/01/2015,4829
50,22best milan rider,0.03855675086379051,0.04210525378584862,0.9193379878997803,22/01/2015,4783
51,who provides fico credit scores,0.03208289295434952,0.020651301369071007,0.9472658038139343,22/01/2015,4763
52,insiders outsiders and u s monetary policy,0.02702081762254238,0.08458967506885529,0.8883894681930542,22/01/2015,4810
53,20150123_WIP,0.035659611225128174,0.05488285794854164,0.9094575047492981,22/01/2015,4839
54,how super was mario wonkish,0.03800669312477112,0.06936980038881302,0.8926235437393188,22/01/2015,4840
55,paris mens fashion week dries van noten fall winter 2015,0.03508760407567024,0.08669061213731766,0.8782218098640442,22/01/2015,4791
56,20150122 ACCESSORIES,0.041925035417079926,0.05242566391825676,0.9056492447853088,22/01/2015,4770
57,online garage jeff koons richard phillips miuccia prada,0.030067013576626778,0.03778809681534767,0.9321449398994446,22/01/2015,4752
58,paul pings romney and bush on utah meeting,0.06895840913057327,0.05433553457260132,0.8767061233520508,22/01/2015,4753
59,measure of a radio band,0.05035462602972984,0.02251686155796051,0.9271285533905029,22/01/2015,4852
60,winklevoss twins aim to take bitcoin mainstream with a regulated exchange,0.16662241518497467,0.008445224724709988,0.8249323964118958,22/01/2015,4856
61,22scene dries,0.050556957721710205,0.02202286384999752,0.9274201393127441,22/01/2015,4795
62,online storage provider box prices i p o at 14 a share,0.03365299478173256,0.0234515443444252,0.9428954720497131,22/01/2015,4805
63,in egypt sowing the seeds of gender equality,0.12170146405696869,0.08569233864545822,0.7926061749458313,22/01/2015,4803
64,li ka shings hutchison whampoa said to be in talks for british mobile firm o2,0.11388304084539413,0.010176016949117184,0.8759409785270691,22/01/2015,4796
65,abortion bill bait and switch,0.03650987893342972,0.03625700995326042,0.9272330403327942,22/01/2015,4762
66,free fico credit scores options grow for consumers,0.8773398995399475,0.008043769747018814,0.11461637914180756,22/01/2015,4764
67,ford opens lab in silicon valley,0.10249783098697662,0.01939583197236061,0.8781063556671143,22/01/2015,4789
68,20150122 lens pod,0.03449997305870056,0.033243563026189804,0.9322565197944641,22/01/2015,4778
69,22scene valentino,0.06394356489181519,0.03768540918827057,0.8983710408210754,22/01/2015,4628
70,verbatim n f l must punish cheaters,0.026698153465986252,0.22914256155490875,0.7441592216491699,22/01/2015,4737
71,the rise of the smartbulb,0.47575289011001587,0.04442993924021721,0.47981715202331543,22/01/2015,4489
72,when women become terrorists,0.03468109667301178,0.0772135928273201,0.8881053328514099,22/01/2015,4487
73,20150122 HOMETECH,0.040247946977615356,0.036739666014909744,0.923012375831604,22/01/2015,4486
74,residency rules for police,0.019780879840254784,0.07480029761791229,0.905418872833252,22/01/2015,4485
75,alabama chanins first home collection in more than seven years,0.2823687791824341,0.020825184881687164,0.696806013584137,22/01/2015,4484
76,justice scalias sarcasm,0.04915876314043999,0.04946950823068619,0.9013717174530029,22/01/2015,4483
77,look closely before you sit,0.04342705011367798,0.021777847781777382,0.934795081615448,22/01/2015,4482
78,solitary confinement limits,0.021831823512911797,0.16001562774181366,0.8181525468826294,22/01/2015,4481
79,rethinking our diagnoses of mental disorders,0.0392100065946579,0.059913162142038345,0.9008768200874329,22/01/2015,4480
80,fireplace accessories,0.03279515728354454,0.039481669664382935,0.9277231097221375,22/01/2015,4478
81,20150122 SHOP,0.0485481321811676,0.06195603683590889,0.8894959092140198,22/01/2015,4476
82,sales at lalique canvas gus modern and pan american phoenix,0.12735651433467865,0.014032856561243534,0.8586106300354004,22/01/2015,4475
83,20150122 ESTHER,0.044639237225055695,0.05333622917532921,0.902024507522583,22/01/2015,4490
84,tom dixons trove boxes at the maison objet show in paris,0.08586712181568146,0.06593451648950577,0.8481983542442322,22/01/2015,4474
85,dandelions as led light fixtures from studio drift,0.05129896476864815,0.022027280181646347,0.9266737103462219,22/01/2015,4472
86,selma questions are nothing new for historical films,0.056479547172784805,0.03288904204964638,0.9106314182281494,22/01/2015,4469
87,a deal from the joan gerard district 3 winter regional,0.2914339303970337,0.009246471337974072,0.6993195414543152,22/01/2015,4465
88,new york city ballet performs george balanchine classics,0.055252738296985626,0.04683425650000572,0.8979130387306213,22/01/2015,4464
89,battle over artworks pits barcelona against disinherited daughters,0.1688673496246338,0.2236936092376709,0.6074391007423401,22/01/2015,4462
90,bjorks vulnicura from deep within,0.11324803531169891,0.21987681090831757,0.6668751835823059,22/01/2015,4461
91,taylor macs a 24 decade history of popular music 1930s 1950s,0.1069972962141037,0.019347377121448517,0.8736553192138672,22/01/2015,4460
92,the 210 million baseball contract that explains how inflation works,0.04123859852552414,0.045044269412755966,0.9137171506881714,22/01/2015,4458
93,amnesia peter careys new novel,0.03950954228639603,0.038493867963552475,0.9219965934753418,22/01/2015,4457
94,executive shake up at procter gamble hints at next leader,0.05150042474269867,0.03653161600232124,0.9119679927825928,22/01/2015,4455
95,russia presses ahead with plan for gas pipeline to turkey,0.5582363605499268,0.01489776000380516,0.42686590552330017,22/01/2015,4449
96,belgium identifies pair suspected of terrorist plot and killed in police raid,0.032607004046440125,0.7938576340675354,0.1735353022813797,22/01/2015,4447
97,how do i stage a bathroom for showings,0.034601084887981415,0.023605652153491974,0.9417932629585266,22/01/2015,4473
98,ebay reports 10 increase in earnings but auctions lag,0.8933002352714539,0.08379129320383072,0.022908484563231468,22/01/2015,4446
99,esther freud on mr mac and me and the cottage that inspired it,0.04976382106542587,0.04349847137928009,0.906737744808197,22/01/2015,4491
100,obamas bad economic ideas,0.015388433821499348,0.9127089977264404,0.07190259546041489,22/01/2015,4493
101,measles cases linked to disneyland rise and debate over vaccinations intensifies,0.04924499988555908,0.8787194490432739,0.07203558832406998,22/01/2015,4526
102,the red sari on sonia gandhi is released in india,0.04321452975273132,0.02700180746614933,0.9297837018966675,22/01/2015,4524
103,day after presidents speech some doubts linger over nations recovery,0.05187346041202545,0.5781266689300537,0.36999988555908203,22/01/2015,4522
104,turkey 2 officers sentenced in death,0.04239730164408684,0.560901939868927,0.39670073986053467,22/01/2015,4519
105,the microsoft hololens a sensational vision of the pcs future,0.037296224385499954,0.26745519042015076,0.6952486038208008,22/01/2015,4518
106,senate rejects climate measures,0.05248540639877319,0.0986386314034462,0.8488759398460388,22/01/2015,4517
107,republicans push plan in net neutrality debate,0.3794388473033905,0.02298150584101677,0.5975796580314636,22/01/2015,4516
108,gail collins where the road meets the walrus,0.04310665652155876,0.03432357683777809,0.9225698113441467,22/01/2015,4515
109,take along chargers that pack power,0.07792732864618301,0.016536202281713486,0.9055364727973938,22/01/2015,4514
110,hope solo is suspended by us soccer for 30 days,0.013637969270348549,0.8389794230461121,0.14738261699676514,22/01/2015,4512
111,new england patriots scandal from afar a retired football maker says wilson did its job,0.19113273918628693,0.130514457821846,0.6783527731895447,22/01/2015,4511
112,guy bourdins work stands the test of time,0.2309388816356659,0.015889642760157585,0.7531715035438538,22/01/2015,4510
