,Unnamed: 0,article_id,article_url,comment_count,year,date,title,datetimeobject
1072,13225,13225,https://www.nytimes.com/video/business/100000005788184/what-bananas-tell-us-about-trade-wars.html,0,2018,01/01/1975,what bananas tell us about trade wars,1975-01-01
1086,7395,7395,https://www.nytimes.com/video/world/middleeast/100000005734767/wolrd-war-one-week-syria.html,0,2018,01/01/1975,wolrd war one week syria,1975-01-01
1105,7472,7472,https://www.nytimes.com/video/business/100000005740561/why-american-companies-struggle-in-china.html,0,2018,01/01/1975,why american companies struggle in china,1975-01-01
1123,11204,11204,https://www.nytimes.com/video/world/asia/100000005794128/katmandu-airport-plane-crash.html,0,2018,01/01/1975,katmandu airport plane crash,1975-01-01
1143,12438,12438,https://www.nytimes.com/video/world/middleeast/100000005724646/a-saudi-war-with-iran-its-a-cartoon-for-now.html,0,2018,01/01/1975,a saudi war with iran its a cartoon for now,1975-01-01
1217,34591,15572,https://www.nytimes.com/video/us/politics/100000006035154/harley-davidson-trade-war.html,0,2018,01/01/1975,harley davidson trade war,1975-01-01
1355,6297,6297,https://www.nytimes.com/video/world/asia/100000005727878/the-pope-and-china-why-its-complicated.html,0,2018,01/01/1975,the pope and china why its complicated,1975-01-01
1418,24899,5880,https://www.nytimes.com/video/us/politics/100000005939296/trump-stumbles-through-god-bless-america.html,0,2018,01/01/1975,trump stumbles through god bless america,1975-01-01
1437,26283,7264,https://www.nytimes.com/video/us/politics/100000005953488/corey-stewart-what-we-know-about-his-controversial-past.html,0,2018,01/01/1975,corey stewart what we know about his controversial past,1975-01-01
1492,33536,14517,https://www.nytimes.com/interactive/2018/obituaries/notable-deaths-business-economics.html,0,2018,01/01/1975,notable deaths business economics,1975-01-01
1541,33870,14851,https://www.nytimes.com/video/us/politics/100000006042524/alex-jones-infowars-censorship.html,0,2018,01/01/1975,alex jones infowars censorship,1975-01-01
1565,48869,9465,https://www.nytimes.com/video/world/asia/100000006185913/lion-air-indonesia-jet-crash.html,0,2018,01/01/1975,lion air indonesia jet crash,1975-01-01
1577,49643,10239,https://www.nytimes.com/video/world/middleeast/100000006193812/iran-sanctions-young-people.html,0,2018,01/01/1975,iran sanctions young people,1975-01-01
1591,49407,10003,https://www.nytimes.com/video/world/asia/100000006192669/indonesia-jet-crash-black-box.html,0,2018,01/01/1975,indonesia jet crash black box,1975-01-01
1713,51093,11689,https://www.nytimes.com/video/world/asia/100000005136275/china-health-care-cancer-refugee.html,0,2018,01/01/1975,china health care cancer refugee,1975-01-01
1732,51206,11802,https://www.nytimes.com/video/fashion/100000006210393/social-causes-as-business-strategy.html,0,2018,01/01/1975,social causes as business strategy,1975-01-01
1773,41786,2382,https://www.nytimes.com/video/world/asia/100000006109416/typhoon-mangkhut-hong-kong-china.html,0,2018,01/01/1975,typhoon mangkhut hong kong china,1975-01-01
1778,41855,2451,https://www.nytimes.com/video/opinion/politics/100000006109755/former-un-diplomat-on-china.html,0,2018,01/01/1975,former un diplomat on china,1975-01-01
1811,44111,4707,https://www.nytimes.com/video/world/asia/100000005336868/capitalism-china-health-care-system.html,0,2018,01/01/1975,capitalism china health care system,1975-01-01
1838,42042,2638,https://www.nytimes.com/video/opinion/politics/100000006112639/leadership-is-becoming-impossible.html,0,2018,01/01/1975,leadership is becoming impossible,1975-01-01
1857,43411,4007,https://www.nytimes.com/video/world/100000006128421/trump-china-midterms.html,0,2018,01/01/1975,trump china midterms,1975-01-01
2220,58225,4124,https://www.nytimes.com/video/us/politics/100000006284153/elizabeth-warren-trump-2020-video.html,0,2018,01/01/1975,elizabeth warren trump 2020 video,1975-01-01
2290,56233,2132,https://www.nytimes.com/video/us/politics/100000006263482/warren-morgan-state-commencement-racism.html,0,2018,01/01/1975,warren morgan state commencement racism,1975-01-01
2310,2,2,https://www.nytimes.com/2017/12/31/world/americas/costa-rica-plane-crash.html,0,2018,01/01/1975,costa rica plane crash,1975-01-01
2345,95,95,https://www.nytimes.com/2018/01/01/world/americas/costa-rica-plane-crash.html,0,2018,01/01/2018,costa rica plane crash,2018-01-01
2354,33,33,https://www.nytimes.com/2018/01/01/world/asia/china-kazakhstan-silk-road.html,0,2018,01/01/2018,china kazakhstan silk road,2018-01-01
2374,88,88,https://www.nytimes.com/2018/01/01/us/politics/trump-businesses-regulation-economic-growth.html,236,2018,01/01/2018,trump businesses regulation economic growth,2018-01-01
2381,57,57,https://www.nytimes.com/2018/01/01/world/asia/korean-war-history.html,0,2018,01/01/2018,korean war history,2018-01-01
2512,4953,4953,https://www.nytimes.com/2018/02/01/business/businesses-washington-public-policy.html,0,2018,01/02/2018,businesses washington public policy,2018-01-02
2530,5006,5006,https://www.nytimes.com/2018/02/01/world/asia/shanghai-van-china.html,0,2018,01/02/2018,shanghai van china,2018-01-02
2571,4888,4888,https://www.nytimes.com/2018/02/01/business/dealbook/hna-china-employees.html,0,2018,01/02/2018,hna china employees,2018-01-02
2615,4917,4917,https://www.nytimes.com/2018/02/01/world/asia/afghanistan-war.html,0,2018,01/02/2018,afghanistan war,2018-01-02
2652,9496,9496,https://www.nytimes.com/2018/03/01/business/stocks-tariffs-markets.html,0,2018,01/03/2018,stocks tariffs markets,2018-01-03
2676,9452,9452,https://www.nytimes.com/2018/03/01/world/asia/china-xinjiang-rfa.html,0,2018,01/03/2018,china xinjiang rfa,2018-01-03
2683,9460,9460,https://www.nytimes.com/2018/03/01/opinion/kushner-business-dealings.html,0,2018,01/03/2018,kushner business dealings,2018-01-03
2752,9532,9532,https://www.nytimes.com/2018/03/01/business/china-parliament-billionaires.html,0,2018,01/03/2018,china parliament billionaires,2018-01-03
2837,9412,9412,https://www.nytimes.com/2018/03/01/world/asia/pakistan-terrorism-china-saudi-arabia.html,0,2018,01/03/2018,pakistan terrorism china saudi arabia,2018-01-03
2843,9434,9434,https://www.nytimes.com/2018/03/01/business/trump-tariffs.html,785,2018,01/03/2018,trump tariffs,2018-01-03
2844,9418,9418,https://www.nytimes.com/2018/03/01/world/europe/uk-weather-warning.html,0,2018,01/03/2018,uk weather warning,2018-01-03
2854,14456,14456,https://www.nytimes.com/2018/04/01/world/asia/china-tariffs-united-states.html,358,2018,01/04/2018,china tariffs united states,2018-01-04
2907,14413,14413,https://www.nytimes.com/2018/04/01/business/trump-china-tariffs-jobs.html,0,2018,01/04/2018,trump china tariffs jobs,2018-01-04
2944,19202,183,https://www.nytimes.com/2018/05/01/business/media/weinstein-company-lantern-bankruptcy-deal.html,0,2018,01/05/2018,weinstein company lantern bankruptcy deal,2018-01-05
3000,19079,60,https://www.nytimes.com/2018/05/01/business/dealbook/trade-war-delay.html,0,2018,01/05/2018,trade war delay,2018-01-05
3040,19111,92,https://www.nytimes.com/2018/05/01/business/trade-tariffs-trump-europe.html,86,2018,01/05/2018,trade tariffs trump europe,2018-01-05
3074,19134,115,https://www.nytimes.com/2018/05/01/world/asia/peppa-pig-china-censors.html,0,2018,01/05/2018,peppa pig china censors,2018-01-05
3112,24291,5272,https://www.nytimes.com/2018/06/01/world/americas/mexico-us-tariffs-steel-trump.html,0,2018,01/06/2018,mexico us tariffs steel trump,2018-01-06
3164,24323,5304,https://www.nytimes.com/2018/06/01/world/africa/hammarskjold-crash-inquiry.html,0,2018,01/06/2018,hammarskjold crash inquiry,2018-01-06
3172,24308,5289,https://www.nytimes.com/2018/06/01/business/europe-trump-trade-war.html,96,2018,01/06/2018,europe trump trade war,2018-01-06
3209,24249,5230,https://www.nytimes.com/2018/06/01/business/dealbook/trade-war-tariffs.html,0,2018,01/06/2018,trade war tariffs,2018-01-06
3288,24405,5386,https://www.nytimes.com/2018/06/01/world/asia/mattis-south-china-sea.html,0,2018,01/06/2018,mattis south china sea,2018-01-06
3291,24369,5350,https://www.nytimes.com/2018/06/01/us/politics/trump-war-powers-syria-congress.html,0,2018,01/06/2018,trump war powers syria congress,2018-01-06
3297,24390,5371,https://www.nytimes.com/2018/06/01/us/politics/fact-check-trump-north-korea-war-mexico-immigration-.html,0,2018,01/06/2018,fact check trump north korea war mexico immigration ,2018-01-06
3332,24349,5330,https://www.nytimes.com/2018/06/01/world/europe/european-union-tariffs-spain-italy.html,0,2018,01/06/2018,european union tariffs spain italy,2018-01-06
3390,28654,9635,https://www.nytimes.com/2018/07/01/business/china-tariffs-jobs-report-week-ahead.html,0,2018,01/07/2018,china tariffs jobs report week ahead,2018-01-07
3430,28628,9609,https://www.nytimes.com/2018/07/01/world/asia/india-bus-crash-uttarakhand.html,0,2018,01/07/2018,india bus crash uttarakhand,2018-01-07
3477,33120,14101,https://www.nytimes.com/2018/08/01/business/trump-steel-tariffs-arcelor-mittal.html,0,2018,01/08/2018,trump steel tariffs arcelor mittal,2018-01-08
3501,33166,14147,https://www.nytimes.com/2018/08/01/world/americas/mexico-aeromexico-plane-crash.html,0,2018,01/08/2018,mexico aeromexico plane crash,2018-01-08
3510,33146,14127,https://www.nytimes.com/2018/08/01/world/europe/us-sanctions-turkey-pastor.html,0,2018,01/08/2018,us sanctions turkey pastor,2018-01-08
3542,33044,14025,https://www.nytimes.com/2018/08/01/business/china-belt-and-road.html,2,2018,01/08/2018,china belt and road,2018-01-08
3570,33107,14088,https://www.nytimes.com/2018/08/01/business/china-tariffs-trump.html,0,2018,01/08/2018,china tariffs trump,2018-01-08
3595,33207,14188,https://www.nytimes.com/2018/08/01/us/politics/infowars-sandy-hook-alex-jones.html,75,2018,01/08/2018,infowars sandy hook alex jones,2018-01-08
3597,33205,14186,https://www.nytimes.com/2018/08/01/world/asia/kashmir-war-india-pakistan.html,81,2018,01/08/2018,kashmir war india pakistan,2018-01-08
3613,33186,14167,https://www.nytimes.com/2018/08/01/us/politics/zte-sanctions-lobbying.html,0,2018,01/08/2018,zte sanctions lobbying,2018-01-08
3687,44296,4892,https://www.nytimes.com/2018/10/01/opinion/war-joe-quinn-world-trade-center-afghanistan-veterans.html,57,2018,01/10/2018,war joe quinn world trade center afghanistan veterans,2018-01-10
3703,44313,4909,https://www.nytimes.com/2018/10/01/world/asia/north-korea-pompeo-end-of-war.html,0,2018,01/10/2018,north korea pompeo end of war,2018-01-10
3779,44210,4806,https://www.nytimes.com/2018/10/01/business/dealbook/bernank-financial-crisis.html,0,2018,01/10/2018,bernank financial crisis,2018-01-10
3790,44221,4817,https://www.nytimes.com/2018/10/01/business/energy-environment/venezuela-citgo-oil-sanctions.html,8,2018,01/10/2018,venezuela citgo oil sanctions,2018-01-10
3877,49383,9979,https://www.nytimes.com/2018/11/01/world/europe/russia-ukraine-ties-sour-further-as-moscow-imposes-sanctions.html,0,2018,01/11/2018,russia ukraine ties sour further as moscow imposes sanctions,2018-01-11
3927,49370,9966,https://www.nytimes.com/2018/11/01/world/asia/china-child-resume.html,0,2018,01/11/2018,china child resume,2018-01-11
3965,49306,9902,https://www.nytimes.com/2018/11/01/arts/design/andy-warhol-inc-how-he-made-business-his-art.html,0,2018,01/11/2018,andy warhol inc how he made business his art,2018-01-11
4112,54156,55,https://www.nytimes.com/2018/12/01/world/asia/afghanistan-widows-war.html,39,2018,01/12/2018,afghanistan widows war,2018-01-12
4158,1909,1909,https://www.nytimes.com/2018/01/13/world/asia/frozen-boy-china-poverty.html,0,2018,13/01/2018,frozen boy china poverty,2018-01-13
4173,1913,1913,https://www.nytimes.com/2018/01/13/world/europe/kosovo-war-crimes-court.html,0,2018,13/01/2018,kosovo war crimes court,2018-01-13
4227,1989,1989,https://www.nytimes.com/2018/01/14/world/asia/iran-oil-tanker-china-sea.html,0,2018,14/01/2018,iran oil tanker china sea,2018-01-14
4278,2043,2043,https://www.nytimes.com/2018/01/14/business/bank-earnings-china-sundance.html,0,2018,14/01/2018,bank earnings china sundance,2018-01-14
4344,2112,2112,https://www.nytimes.com/2018/01/15/world/europe/carillion-bankruptcy-outsourcing-britain.html,0,2018,15/01/2018,carillion bankruptcy outsourcing britain,2018-01-15
4376,2165,2165,https://www.nytimes.com/2018/01/15/world/americas/interpreter-neza-haven-from-mexicos-political-parties-hints-at-their-decline.html,0,2018,15/01/2018,interpreter neza haven from mexicos political parties hints at their decline,2018-01-15
4384,2173,2173,https://www.nytimes.com/2018/01/15/world/asia/oil-tanker-spill-sanchi-east-china-sea.html,0,2018,15/01/2018,oil tanker spill sanchi east china sea,2018-01-15
4533,2302,2302,https://www.nytimes.com/2018/01/16/us/politics/cia-china-mole-arrest-jerry-chun-shing-lee.html,149,2018,16/01/2018,cia china mole arrest jerry chun shing lee,2018-01-16
4596,2455,2455,https://www.nytimes.com/2018/01/17/business/media/fake-news-awards.html,0,2018,17/01/2018,fake news awards,2018-01-17
4635,2488,2488,https://www.nytimes.com/2018/01/17/world/asia/jerry-lee-cia-china-mole-hunt-suspect.html,14,2018,17/01/2018,jerry lee cia china mole hunt suspect,2018-01-17
4785,2507,2507,https://www.nytimes.com/2018/01/18/business/china-gdp-economy-growth.html,0,2018,18/01/2018,china gdp economy growth,2018-01-18
4826,2703,2703,https://www.nytimes.com/2018/01/18/obituaries/william-bain-jr-business-consultant-and-romney-mentor-dies-at-80.html,0,2018,18/01/2018,william bain jr business consultant and romney mentor dies at 80,2018-01-18
4827,2704,2704,https://www.nytimes.com/2018/01/18/business/why-toronto-made-the-playoffs-for-amazons-headquarters.html,38,2018,18/01/2018,why toronto made the playoffs for amazons headquarters,2018-01-18
4897,2655,2655,https://www.nytimes.com/2018/01/18/world/americas/mexico-drug-war-tancitaro.html,0,2018,18/01/2018,mexico drug war tancitaro,2018-01-18
4936,2667,2667,https://www.nytimes.com/2018/01/18/world/asia/jerry-lee-cia-china-informant-network-ministry-of-state-security.html,0,2018,18/01/2018,jerry lee cia china informant network ministry of state security,2018-01-18
4999,2889,2889,https://www.nytimes.com/2018/01/19/world/asia/china-taiwan-airliners.html,0,2018,19/01/2018,china taiwan airliners,2018-01-19
5009,2879,2879,https://www.nytimes.com/2018/01/19/us/politics/military-china-russia-terrorism-focus.html,0,2018,19/01/2018,military china russia terrorism focus,2018-01-19
5061,2764,2764,https://www.nytimes.com/2018/01/19/business/facebook-china.html,0,2018,19/01/2018,facebook china,2018-01-19
5095,2787,2787,https://www.nytimes.com/2018/01/19/world/asia/china-yu-wensheng-rights-lawyer.html,0,2018,19/01/2018,china yu wensheng rights lawyer,2018-01-19
5178,3006,3006,https://www.nytimes.com/2018/01/20/world/africa/zimbabwe-land-disputes-mugabe-mnangagwa.html,0,2018,20/01/2018,zimbabwe land disputes mugabe mnangagwa,2018-01-20
5238,2945,2945,https://www.nytimes.com/2018/01/20/world/asia/china-jinyintan-atomic-city.html,0,2018,20/01/2018,china jinyintan atomic city,2018-01-20
5263,3101,3101,https://www.nytimes.com/2018/01/21/business/media/hollywood-diversity-hispanics.html,89,2018,21/01/2018,hollywood diversity hispanics,2018-01-21
5349,3235,3235,https://www.nytimes.com/2018/01/22/business/trump-tariffs-washing-machines-solar-panels.html,518,2018,22/01/2018,trump tariffs washing machines solar panels,2018-01-22
5440,3132,3132,https://www.nytimes.com/2018/01/22/world/asia/china-police-bookseller-train-gui-minhai.html,0,2018,22/01/2018,china police bookseller train gui minhai,2018-01-22
5475,3202,3202,https://www.nytimes.com/2018/01/22/business/china-housing-property-tax.html,0,2018,22/01/2018,china housing property tax,2018-01-22
5530,3396,3396,https://www.nytimes.com/2018/01/23/us/politics/fed-nominee-is-asked-why-he-erred-in-forecasting-inflation-he-didnt-answer.html,0,2018,23/01/2018,fed nominee is asked why he erred in forecasting inflation he didnt answer,2018-01-23
5559,3469,3469,https://www.nytimes.com/2018/01/23/world/asia/china-women-me-too-censorship.html,24,2018,23/01/2018,china women me too censorship,2018-01-23
5581,3444,3444,https://www.nytimes.com/2018/01/23/us/politics/trump-solar-tariffs.html,190,2018,23/01/2018,trump solar tariffs,2018-01-23
5600,3315,3315,https://www.nytimes.com/2018/01/23/world/asia/china-frost-boy.html,0,2018,23/01/2018,china frost boy,2018-01-23
5625,3326,3326,https://www.nytimes.com/2018/01/23/business/trump-china-tariffs-trade.html,0,2018,23/01/2018,trump china tariffs trade,2018-01-23
5630,3292,3292,https://www.nytimes.com/2018/01/23/world/asia/karachi-police-rao-anwar-naqeebullah-mehsud.html,0,2018,23/01/2018,karachi police rao anwar naqeebullah mehsud,2018-01-23
5640,3330,3330,https://www.nytimes.com/2018/01/23/world/asia/china-sweden-bookseller.html,0,2018,23/01/2018,china sweden bookseller,2018-01-23
5662,3379,3379,https://www.nytimes.com/2018/01/23/business/kimberly-clark-layoffs.html,0,2018,23/01/2018,kimberly clark layoffs,2018-01-23
5698,3602,3602,https://www.nytimes.com/2018/01/24/world/asia/jerry-lee-bank-deposits-cia-officer-china.html,0,2018,24/01/2018,jerry lee bank deposits cia officer china,2018-01-24
5700,3605,3605,https://www.nytimes.com/2018/01/24/us/politics/senate-investigation-china-mail-opioids.html,0,2018,24/01/2018,senate investigation china mail opioids,2018-01-24
5726,3589,3589,https://www.nytimes.com/2018/01/24/world/asia/trump-administration-slaps-new-sanctions-on-north-korea.html,0,2018,24/01/2018,trump administration slaps new sanctions on north korea,2018-01-24
5791,3507,3507,https://www.nytimes.com/2018/01/24/world/asia/china-abandoned-baby.html,0,2018,24/01/2018,china abandoned baby,2018-01-24
5839,3557,3557,https://www.nytimes.com/2018/01/24/business/china-debt-liu-he.html,0,2018,24/01/2018,china debt liu he,2018-01-24
5888,3798,3798,https://www.nytimes.com/2018/01/25/business/china-davos-climate-change.html,0,2018,25/01/2018,china davos climate change,2018-01-25
6043,3709,3709,https://www.nytimes.com/2018/01/25/world/europe/milan-train-crash.html,0,2018,25/01/2018,milan train crash,2018-01-25
6162,4005,4005,https://www.nytimes.com/2018/01/26/us/politics/boeing-bombardier-tariffs.html,0,2018,26/01/2018,boeing bombardier tariffs,2018-01-26
6216,3866,3866,https://www.nytimes.com/2018/01/26/world/asia/china-travel-frog-game.html,0,2018,26/01/2018,china travel frog game,2018-01-26
6235,4026,4026,https://www.nytimes.com/2018/01/26/world/europe/julian-assange-asks-uk-court-to-drop-his-arrest-warrant.html,0,2018,26/01/2018,julian assange asks uk court to drop his arrest warrant,2018-01-26
6257,4051,4051,https://www.nytimes.com/2018/01/26/us/politics/russia-oligarchs-list-sanctions.html,0,2018,26/01/2018,russia oligarchs list sanctions,2018-01-26
6270,4016,4016,https://www.nytimes.com/2018/01/26/world/europe/turkey-syria-border-war.html,0,2018,26/01/2018,turkey syria border war,2018-01-26
6389,4147,4147,https://www.nytimes.com/2018/01/28/business/davos-trump-china.html,0,2018,28/01/2018,davos trump china,2018-01-28
6400,4216,4216,https://www.nytimes.com/2018/01/28/business/dealbook/china-online-investors-qianbao.html,0,2018,28/01/2018,china online investors qianbao,2018-01-28
6432,4202,4202,https://www.nytimes.com/2018/01/28/business/metoo-finance-lawsuits-harassment.html,30,2018,28/01/2018,metoo finance lawsuits harassment,2018-01-28
6437,4317,4317,https://www.nytimes.com/2018/01/29/business/media/grammy-awards-ratings.html,0,2018,29/01/2018,grammy awards ratings,2018-01-29
6454,4308,4308,https://www.nytimes.com/2018/01/29/world/asia/afghanistan-attacks-leadership.html,0,2018,29/01/2018,afghanistan attacks leadership,2018-01-29
6543,4283,4283,https://www.nytimes.com/2018/01/29/world/asia/china-catholics-vatican.html,0,2018,29/01/2018,china catholics vatican,2018-01-29
6544,4282,4282,https://www.nytimes.com/2018/01/29/world/asia/china-wang-qishan-xi-jinping.html,0,2018,29/01/2018,china wang qishan xi jinping,2018-01-29
6568,4384,4384,https://www.nytimes.com/2018/01/29/us/politics/trump-russia-sanctions.html,0,2018,29/01/2018,trump russia sanctions,2018-01-29
6571,4381,4381,https://www.nytimes.com/2018/01/29/sports/soccer/2026-fifa-world-cup-warning.html,0,2018,29/01/2018,2026 fifa world cup warning,2018-01-29
6577,4336,4336,https://www.nytimes.com/2018/01/29/us/politics/trump-afghanistan-war-elusive-victory.html,41,2018,29/01/2018,trump afghanistan war elusive victory,2018-01-29
6611,4515,4515,https://www.nytimes.com/2018/01/30/us/politics/chicago-cubs-todd-ricketts-rnc-finance-chairman.html,0,2018,30/01/2018,chicago cubs todd ricketts rnc finance chairman,2018-01-30
6677,4559,4559,https://www.nytimes.com/2018/01/30/world/middleeast/yemen-war.html,0,2018,30/01/2018,yemen war,2018-01-30
6730,4402,4402,https://www.nytimes.com/2018/01/30/business/trump-china-tariffs-retaliate.html,0,2018,30/01/2018,trump china tariffs retaliate,2018-01-30
6739,4466,4466,https://www.nytimes.com/2018/01/30/world/europe/1918-flu-war-centennial.html,0,2018,30/01/2018,1918 flu war centennial,2018-01-30
6853,4628,4628,https://www.nytimes.com/2018/01/31/technology/internet-advertising-business.html,54,2018,31/01/2018,internet advertising business,2018-01-31
6874,4620,4620,https://www.nytimes.com/2018/01/31/world/asia/taiwan-north-korea-trade-sanctions.html,0,2018,31/01/2018,taiwan north korea trade sanctions,2018-01-31
6892,4649,4649,https://www.nytimes.com/2018/01/31/world/asia/theresa-may-china.html,0,2018,31/01/2018,theresa may china,2018-01-31
6949,4748,4748,https://www.nytimes.com/2018/01/31/world/middleeast/israel-settlements-west-bank-business-un.html,0,2018,31/01/2018,israel settlements west bank business un,2018-01-31
7024,214,214,https://www.nytimes.com/2018/01/02/business/moneygram-ant-financial-china-cfius.html,0,2018,02/01/2018,moneygram ant financial china cfius,2018-02-01
7035,141,141,https://www.nytimes.com/2018/01/02/business/dealbook/2018-business-trump.html,0,2018,02/01/2018,2018 business trump,2018-02-01
7056,151,151,https://www.nytimes.com/2018/01/02/business/china-toutiao-censorship.html,0,2018,02/01/2018,china toutiao censorship,2018-02-01
7183,5054,5054,https://www.nytimes.com/2018/02/02/world/asia/philippines-drug-war.html,0,2018,02/02/2018,philippines drug war,2018-02-02
7232,5180,5180,https://www.nytimes.com/2018/02/02/business/china-consumers-deodorant.html,0,2018,02/02/2018,china consumers deodorant,2018-02-02
7304,9658,9658,https://www.nytimes.com/2018/03/02/us/politics/trump-embraces-a-trade-war-which-could-undermine-growth.html,199,2018,02/03/2018,trump embraces a trade war which could undermine growth,2018-02-03
7319,9639,9639,https://www.nytimes.com/2018/03/02/business/europe-steel-tariffs-trump.html,0,2018,02/03/2018,europe steel tariffs trump,2018-02-03
7326,9645,9645,https://www.nytimes.com/2018/03/02/business/trump-calls-trade-wars-good-and-easy-to-win.html,602,2018,02/03/2018,trump calls trade wars good and easy to win,2018-02-03
7356,9633,9633,https://www.nytimes.com/2018/03/02/business/world-stocks-trump.html,0,2018,02/03/2018,world stocks trump,2018-02-03
7357,9632,9632,https://www.nytimes.com/2018/03/02/business/dealbook/trade-tariffs-steel-aluminum.html,0,2018,02/03/2018,trade tariffs steel aluminum,2018-02-03
7393,9746,9746,https://www.nytimes.com/2018/03/02/business/hna-china-deals-debt.html,0,2018,02/03/2018,hna china deals debt,2018-02-03
7472,9768,9768,https://www.nytimes.com/2018/03/02/business/trump-tariffs-trade-war.html,0,2018,02/03/2018,trump tariffs trade war,2018-02-03
7476,9772,9772,https://www.nytimes.com/2018/03/02/us/politics/trump-tariffs-steel-aluminum.html,0,2018,02/03/2018,trump tariffs steel aluminum,2018-02-03
7539,14500,14500,https://www.nytimes.com/2018/04/02/opinion/big-business-washington.html,0,2018,02/04/2018,big business washington,2018-02-04
7607,14602,14602,https://www.nytimes.com/2018/04/02/business/china-us-trade-action-markets.html,205,2018,02/04/2018,china us trade action markets,2018-02-04
7657,19390,371,https://www.nytimes.com/2018/05/02/business/xiaomi-china-ipo.html,0,2018,02/05/2018,xiaomi china ipo,2018-02-05
7786,19342,323,https://www.nytimes.com/2018/05/02/us/politics/trump-china-trade.html,0,2018,02/05/2018,trump china trade,2018-02-05
7824,19336,317,https://www.nytimes.com/2018/05/02/us/politics/trump-china-telecoms-restrictions.html,0,2018,02/05/2018,trump china telecoms restrictions,2018-02-05
7838,19322,303,https://www.nytimes.com/2018/05/02/business/us-brazil-tariffs.html,0,2018,02/05/2018,us brazil tariffs,2018-02-05
7873,24466,5447,https://www.nytimes.com/2018/06/02/business/dealbook/anonymous-bidder-lunch-warren-buffett.html,0,2018,02/06/2018,anonymous bidder lunch warren buffett,2018-02-06
7913,24432,5413,https://www.nytimes.com/2018/06/02/business/trump-trade-china-europe-whiplash.html,0,2018,02/06/2018,trump trade china europe whiplash,2018-02-06
7967,28795,9776,https://www.nytimes.com/2018/07/02/world/middleeast/us-iran-oil-imports-sanctions-.html,0,2018,02/07/2018,us iran oil imports sanctions ,2018-02-07
8011,28855,9836,https://www.nytimes.com/2018/07/02/us/politics/white-house-twitter-kamala-harris-elizabeth-warren.html,0,2018,02/07/2018,white house twitter kamala harris elizabeth warren,2018-02-07
8049,28702,9683,https://www.nytimes.com/2018/07/02/business/dealbook/dell-deal-vmware.html,0,2018,02/07/2018,dell deal vmware,2018-02-07
8057,28710,9691,https://www.nytimes.com/2018/07/02/world/asia/china-travel-warning-america.html,0,2018,02/07/2018,china travel warning america,2018-02-07
8068,33280,14261,https://www.nytimes.com/2018/08/02/world/asia/china-coffins-cremation.html,0,2018,02/08/2018,china coffins cremation,2018-02-08
8082,33266,14247,https://www.nytimes.com/2018/08/02/world/asia/china-sun-wenguang-voa.html,0,2018,02/08/2018,china sun wenguang voa,2018-02-08
8131,33214,14195,https://www.nytimes.com/2018/08/02/world/asia/china-buddhism-xuecheng-harassment.html,0,2018,02/08/2018,china buddhism xuecheng harassment,2018-02-08
8134,33211,14192,https://www.nytimes.com/2018/08/02/business/starbucks-china-alibaba.html,0,2018,02/08/2018,starbucks china alibaba,2018-02-08
