,Headline,Positive,Negative,Neutral,date,article_id
0,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,24546
1,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,24543
2,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,25064
3,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,25061
4,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,25046
5,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,25043
6,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,23564
7,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,23561
8,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,23546
9,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,23543
10,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,24064
11,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,24061
12,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,24046
13,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,24043
14,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,26564
15,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,26561
16,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,26546
17,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,26543
18,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,27064
19,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,27061
20,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,27046
21,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,27043
22,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,25564
23,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,25561
24,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,25546
25,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,25543
26,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,26064
27,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,26061
28,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,26046
29,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,26043
30,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,5064
31,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,5061
32,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,5046
33,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,5043
34,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,5564
35,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,5561
36,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,5546
37,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,5543
38,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,4064
39,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,4061
40,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,4046
41,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,4043
42,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,4564
43,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,4561
44,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,4546
45,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,4543
46,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,7046
47,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,7043
48,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,7061
49,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,7064
50,hong kong extradition bill china,0.02081572264432907,0.2797177731990814,0.6994665265083313,2019-06-18,7546
51,trump china meeting trade,0.030258741229772568,0.036524124443531036,0.9332171678543091,2019-06-18,7543
52,global economy trade war,0.07440737634897232,0.02390240505337715,0.9016901850700378,2019-06-18,7561
53,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,7564
54,china xinjiang uighurs belgium,0.026714051142334938,0.10656557977199554,0.8667203783988953,2019-06-18,6064
