,Headline,Positive,Negative,Neutral,date,article_id
0,virus queen elizabeth,0.09610161185264587,0.05236726999282837,0.8515310883522034,2020-03-19,11811
1,coronavirus congress voting,0.028992805629968643,0.04665016755461693,0.924356997013092,2020-03-19,11815
2,coronavirus state department travel,0.02579694241285324,0.11549558490514755,0.8587074279785156,2020-03-19,11817
3,tesla fremont factory coronavirus,0.03180314600467682,0.046912916004657745,0.9212839007377625,2020-03-19,11827
4,mitt romney coronavirus checks,0.03268952667713165,0.2632196247577667,0.7040908336639404,2020-03-19,11831
5,coronavirus heaven frilot mark frilot,0.045498210936784744,0.04965836927294731,0.9048434495925903,2020-03-19,11821
6,coronavirus politics,0.02200004830956459,0.1268961876630783,0.8511037826538086,2020-03-19,11682
7,coronavirus russia putin,0.025020768865942955,0.06967243552207947,0.9053068161010742,2020-03-19,11692
8,coronavirus wall street,0.03554079681634903,0.10131082683801651,0.8631483912467957,2020-03-19,11694
9,voting by mail coronavirus,0.029385371133685112,0.03168262541294098,0.9389320015907288,2020-03-19,11697
10,trump coronavirus outbreak,0.034176167100667953,0.0760587677359581,0.8897650837898254,2020-03-19,11755
11,stock market today coronavirus,0.12030766904354095,0.5247694253921509,0.3549228608608246,2020-03-19,11653
12,coronavirus update cases,0.028947370126843452,0.044703222811222076,0.926349401473999,2020-03-19,11658
13,coronavirus flatten the curve countries,0.2482766956090927,0.27033159136772156,0.4813917279243469,2020-03-19,11659
14,coronavirus photos economy,0.02321529947221279,0.03834053501486778,0.938444197177887,2020-03-19,11700
15,fed coronavirus response,0.040626753121614456,0.09219424426555634,0.8671790361404419,2020-03-19,11666
16,europe economies coronavirus winners,0.059445176273584366,0.14956457912921906,0.7909902334213257,2020-03-19,11654
17,fed powell trump mnuchin response coronavirus,0.059164781123399734,0.0640856921672821,0.8767495155334473,2020-03-19,11736
18,coronavirus bailout policy,0.0434667244553566,0.02755880169570446,0.9289745092391968,2020-03-19,11706
19,italy coronavirus frontlines quarantine,0.02798517607152462,0.3348878026008606,0.6371270418167114,2020-03-19,11705
20,biden sanders trump coronavirus,0.04266512766480446,0.08592107146978378,0.8714137673377991,2020-03-19,11711
21,coronavirus uk food banks,0.02751745842397213,0.3623020052909851,0.6101804971694946,2020-03-19,11724
22,coronavirus china united states,0.027761580422520638,0.15699361264705658,0.8152447938919067,2020-03-19,11721
23,coronavirus aids spanish flu ebola epidemics,0.029547860845923424,0.37477022409439087,0.59568190574646,2020-03-20,11996
24,coronavirus hedge funds stocks,0.02086685039103031,0.060367945581674576,0.9187651872634888,2020-03-20,11997
25,coronavirus spain,0.025064485147595406,0.19477827847003937,0.7801572680473328,2020-03-20,12003
26,trump businesses coronavirus,0.051673050969839096,0.03537285700440407,0.9129540324211121,2020-03-20,11993
27,coronavirus news sites,0.021116478368639946,0.07950393110513687,0.8993796110153198,2020-03-20,11967
28,trump leadership coronavirus united states,0.03444540500640869,0.2270892709493637,0.7384653091430664,2020-03-20,11968
29,coronavirus grocery stores workers,0.022541452199220657,0.29742690920829773,0.6800315976142883,2020-03-20,11970
30,congress coronavirus economic rescue plan,0.0536624975502491,0.044555749744176865,0.9017817378044128,2020-03-20,11974
31,marie kondo coronavirus diary,0.03245848789811134,0.08243425190448761,0.8851072788238525,2020-03-20,11978
32,trudeau asylum seekers coronavirus,0.03132364898920059,0.28576159477233887,0.6829147338867188,2020-03-20,12029
33,trump border coronavirus,0.03951909765601158,0.055118121206760406,0.9053627848625183,2020-03-20,12048
34,defense production act virus,0.05112294480204582,0.025701064616441727,0.9231759309768677,2020-03-20,12051
35,Spanish Flu 1918 Coronavirus,0.0277657862752676,0.4763208329677582,0.49591338634490967,2020-03-20,12032
36,coronavirus trump stock market,0.027784401550889015,0.14779242873191833,0.8244231939315796,2020-03-20,12008
37,coronavirus oil companies debt,0.021380748599767685,0.2887568175792694,0.6898623704910278,2020-03-20,12010
38,coronavirus student loans education testing,0.03224625065922737,0.03944244235754013,0.928311288356781,2020-03-20,12014
39,johnson orders british pubs to close ending a maverick stance in virus fight,0.030612358823418617,0.91133052110672,0.058057162910699844,2020-03-20,12025
40,swabs for coronavirus testing,0.034974489361047745,0.03469760715961456,0.930327832698822,2020-03-20,11956
41,trump coronavirus supplies,0.032178886234760284,0.05975596234202385,0.9080651998519897,2020-03-20,11954
42,trump virus conservative policies,0.17551371455192566,0.053591031581163406,0.7708953022956848,2020-03-20,11895
43,coronavirus construction,0.023220550268888474,0.17592725157737732,0.8008521795272827,2020-03-20,11896
44,coronavirus insurance small business,0.03128029778599739,0.08122420310974121,0.8874955773353577,2020-03-20,11901
45,coronavirus work from home tips,0.028526047244668007,0.048887141048908234,0.9225868582725525,2020-03-20,11902
46,coronavirus trump campaign,0.03103536367416382,0.08144930750131607,0.8875152468681335,2020-03-20,11893
47,EU European Central Bank economy covid,0.06660901755094528,0.021818673238158226,0.911572277545929,2020-03-20,11859
48,stock market today coronavirus,0.12030766904354095,0.5247694253921509,0.3549228608608246,2020-03-20,11862
49,coronavirus news usa world,0.03077694959938526,0.04007638618350029,0.9291466474533081,2020-03-20,11863
50,russia coronavirus covid 19,0.044156141579151154,0.046448200941085815,0.9093956351280212,2020-03-20,11932
51,coronavirus stimulus lobbying,0.03385993838310242,0.055660855025053024,0.9104791879653931,2020-03-20,11944
52,dutch tram terrorist attack,0.020544342696666718,0.7140703797340393,0.265385240316391,2020-03-20,11946
53,buy stocks bear market,0.034886814653873444,0.04851784184575081,0.9165953397750854,2020-03-20,11950
54,coronavirus richard burr insider trading,0.03259778767824173,0.10771593451499939,0.8596862554550171,2020-03-20,11953
55,coronavirus emergency fund,0.0245609562844038,0.264163076877594,0.7112759351730347,2020-03-20,11930
56,coronavirus testing world countries cities states,0.03788280114531517,0.0743575394153595,0.8877596855163574,2020-03-20,11908
57,coronavirus malaysia muslims outbreak,0.04957476258277893,0.11156361550092697,0.8388616442680359,2020-03-20,11914
58,coronavirus economy unemployment,0.024624787271022797,0.12366529554128647,0.8517098426818848,2020-03-20,11917
59,trump coronavirus,0.06263702362775803,0.032701876014471054,0.9046611189842224,2020-03-20,11919
60,italy coronavirus center lessons,0.025997132062911987,0.034577175974845886,0.9394256472587585,2020-03-21,12100
61,trump coronavirus leadership,0.03314433619379997,0.10851587355136871,0.858339786529541,2020-03-21,12099
62,coronavirus mexico border migrants,0.02553315833210945,0.06417088955640793,0.9102959036827087,2020-03-21,12128
63,coronavirus north korea trump kim,0.04191257059574127,0.0442117378115654,0.9138756394386292,2020-03-21,12126
64,virus students abroad,0.04556729272007942,0.07875064760446548,0.8756821155548096,2020-03-21,12125
65,coronavirus masks hanes trump,0.031939975917339325,0.15092472732067108,0.8171352744102478,2020-03-21,12124
66,coronavirus freezers sold out,0.8401515483856201,0.04569361358880997,0.1141548827290535,2020-03-21,12114
67,biden sanders coronavirus,0.03230338543653488,0.09475095570087433,0.8729456663131714,2020-03-21,12063
68,coronavirus workers cash,0.026280712336301804,0.2923419773578644,0.6813773512840271,2020-03-21,12060
69,coronavirus updates usa world,0.027324102818965912,0.04069077596068382,0.9319851398468018,2020-03-21,12055
70,coronavirus ups fedex xpo workers,0.028413837775588036,0.059988465160131454,0.911597728729248,2020-03-21,12091
71,trump iran iraq coronavirus militas,0.03623703494668007,0.09698310494422913,0.8667798638343811,2020-03-21,12071
72,coronavirus recession,0.02523209899663925,0.15428714454174042,0.8204808235168457,2020-03-21,12072
73,coronavirus chinese students uk,0.03399331867694855,0.29324716329574585,0.6727595329284668,2020-03-21,12077
74,coronavirus updates world usa,0.034231703728437424,0.03545110672712326,0.930317223072052,2020-03-22,12133
75,coronavirus religion,0.02385326288640499,0.17119157314300537,0.8049551844596863,2020-03-22,12183
76,coronavirus economic rescue plan,0.04669332876801491,0.03416021913290024,0.9191464185714722,2020-03-22,12180
77,coronavirus rand paul,0.02632233127951622,0.09052945673465729,0.883148193359375,2020-03-22,12192
78,biden trump coronavirus,0.040268927812576294,0.050612881779670715,0.9091181755065918,2020-03-22,12208
79,coronavirus emails,0.025393575429916382,0.2978110611438751,0.6767953038215637,2020-03-22,12205
80,coronavirus trump defense production act,0.023949244990944862,0.09402208775281906,0.8820286989212036,2020-03-22,12202
81,coronavirus fox news lachlan murdoch,0.025185300037264824,0.06991402804851532,0.9049006104469299,2020-03-22,12198
82,coronavirus trump wartime president,0.056572992354631424,0.04648718237876892,0.8969398140907288,2020-03-22,12193
83,coronavirus nick heath rugby,0.033512916415929794,0.05517236888408661,0.9113146662712097,2020-03-22,12191
84,coronavirus us china,0.030473798513412476,0.07835476100444794,0.8911715149879456,2020-03-22,12170
85,the week in business coronavirus government,0.06570547819137573,0.3583177626132965,0.5759767889976501,2020-03-22,12149
86,coronavirus hiring jobs,0.03646549582481384,0.19339802861213684,0.7701364159584045,2020-03-22,12142
87,coronavirus beans sales,0.020669158548116684,0.09035572409629822,0.888975203037262,2020-03-22,12140
88,coronavirus spread,0.0239231139421463,0.16913357377052307,0.8069432973861694,2020-03-22,12137
89,germany coronavirus budget,0.02468966506421566,0.20658554136753082,0.768724799156189,2020-03-22,12165
90,coronavirus economy shutdown,0.01693907007575035,0.7241435050964355,0.2589174509048462,2020-03-22,12163
91,coronavirus n95 masks target,0.03192313015460968,0.08412089943885803,0.8839560151100159,2020-03-22,12160
92,coronavirus local news,0.0285587590187788,0.05953288823366165,0.9119083285331726,2020-03-23,12325
93,coronavirus uk boris johnson,0.04382971674203873,0.041115280240774155,0.9150550365447998,2020-03-23,12326
