,Headline,Positive,Negative,Neutral,date,article_id
0,afghanistan war cost,0.034612368792295456,0.3847292363643646,0.5806583762168884,2019-09-12,1188
1,afghanistan war documents takeaways,0.037945378571748734,0.050320614129304886,0.9117340445518494,2019-09-12,1240
2,this week in business e cigarettes take a hit and gig workers get good news,0.7887876033782959,0.10318857431411743,0.10802378505468369,2019-09-15,1568
3,federal communications commission china,0.022631069645285606,0.04960881546139717,0.9277600646018982,2019-09-15,1618
4,afghanistan war victims,0.0398344062268734,0.3714512288570404,0.5887144207954407,2019-09-16,1646
5,creative arts emmy awards,0.08841884881258011,0.1193714588880539,0.7922096848487854,2019-09-16,1625
6,trump business,0.04992912337183952,0.03454947844147682,0.9155214428901672,2019-09-16,1749
7,elizabeth warren nyc rally speech,0.043642692267894745,0.06307008862495422,0.893287181854248,2019-09-16,1736
8,wto airbus tariffs,0.058845777064561844,0.014338836073875427,0.926815390586853,2019-09-16,1674
9,solomon islands taiwan china,0.026141727343201637,0.08606190234422684,0.8877964019775391,2019-09-16,1686
10,working families party elizabeth warren,0.06248806044459343,0.14784635603427887,0.7896655797958374,2019-09-16,1687
11,elizabeth warren trump populism,0.06963581591844559,0.08390271663665771,0.8464614152908325,2019-09-17,1804
12,myanmar leader war crimes,0.06288398802280426,0.3449566960334778,0.5921592712402344,2019-09-17,1920
13,china foreign investment cfius,0.058467667549848557,0.01814107783138752,0.9233912825584412,2019-09-17,1942
14,edward snowden memoir lawsuit,0.0359027236700058,0.06169121712446213,0.9024060964584351,2019-09-17,1905
15,business roundtable company profits public interest,0.01951824501156807,0.05130404606461525,0.9291777014732361,2019-09-18,2096
16,buick sales china,0.03871705010533333,0.030892672017216682,0.9303902983665466,2019-09-19,2169
17,f16 crash parachute electricity,0.05874935910105705,0.038352757692337036,0.902897834777832,2019-09-19,2186
18,gladys liu china,0.08002763986587524,0.029538659378886223,0.890433669090271,2019-09-19,2133
19,trade war economic concerns,0.026817847043275833,0.21074047684669495,0.7624416351318359,2019-09-19,2235
20,taiwan kiribati china,0.03174380958080292,0.07744481414556503,0.8908113837242126,2019-09-20,2346
21,trump sanctions iran,0.04306630790233612,0.12129204720258713,0.8356416821479797,2019-09-20,2413
22,trump china theat to world,0.08795687556266785,0.02049371786415577,0.8915494084358215,2019-09-20,2474
23,fedex china pilot detained,0.044170964509248734,0.02009434998035431,0.9357346892356873,2019-09-20,2337
24,china el salvador trump backlash,0.0620834045112133,0.04222290962934494,0.8956937193870544,2019-09-21,2562
25,Iowa biden warren ,0.04688010737299919,0.044115450233221054,0.9090043902397156,2019-09-21,2584
26,united states china trade,0.03235309571027756,0.029293552041053772,0.9383533596992493,2019-09-21,2555
27,elizabeth warren,0.04381395876407623,0.03277548402547836,0.9234105944633484,2019-09-21,2531
28,china islam crackdown,0.026802146807312965,0.7399518489837646,0.23324593901634216,2019-09-21,2534
29,bill de blasio elizabeth warren 2020,0.04027056321501732,0.0666605532169342,0.8930688500404358,2019-09-21,2532
30,elizabeth warren uaw strike,0.03245004639029503,0.11985978484153748,0.8476901650428772,2019-09-22,2654
31,china social credit business,0.040866751223802567,0.026081880554556847,0.9330514073371887,2019-09-22,2651
32,this week in business auto emissions saudi arabia oil general motors walmart,0.05256647244095802,0.04062489792704582,0.906808614730835,2019-09-22,2623
