,Headline,Positive,Negative,Neutral,date,article_id
0,oil company earnings traders flash crash hearing and the jobs report,0.016636326909065247,0.8005762696266174,0.18278734385967255,2016-01-02,6279
1,iran sanctions oil investment,0.03212848678231239,0.4254884123802185,0.5423831343650818,2016-01-02,6237
2,strongholds for chinas hui muslims,0.07636295258998871,0.0347834974527359,0.8888535499572754,2016-01-02,6376
3,battered by war iraq now faces calamity from dropping oil prices,0.02613925002515316,0.937807559967041,0.03605317324399948,2016-01-02,6230
4,1941 nazis gave world a warning,0.07123760133981705,0.062047671526670456,0.8667147755622864,2016-01-02,6365
5,hope and fear await a basque leader on his release from prison,0.09910883009433746,0.1723291277885437,0.72856205701828,2016-01-03,12628
6,china cut banks reserve ratio,0.03724510595202446,0.8765005469322205,0.08625438809394836,2016-01-03,12554
7,china pei minxin communist party,0.023657487705349922,0.12463986128568649,0.8517026901245117,2016-01-03,12541
8,north korea otto warmbier,0.3046661913394928,0.07305114716291428,0.6222826838493347,2016-01-03,12666
9,college presidents with business world ties,0.05738304555416107,0.02352547086775303,0.919091522693634,2016-01-03,12883
10,seal team 6 member is awarded medal of honor by obama,0.6101915240287781,0.026719752699136734,0.3630886673927307,2016-01-03,12681
11,spotlight oscar warms boston globe and journalism,0.1239074170589447,0.02002902328968048,0.8560635447502136,2016-01-03,12722
12,donald trump steps awkwardly into abortion debate for second time this week,0.09536682814359665,0.04344947263598442,0.8611837029457092,2016-01-04,19487
13,kkr smcp shandong ruyi china,0.04891584441065788,0.01731402613222599,0.9337701201438904,2016-01-04,19235
14,obama and president xi of china vow to sign paris climate accord promptly,0.7747573852539062,0.015798576176166534,0.20944403111934662,2016-01-04,19208
15,vojislav seselj war crimes,0.04127046838402748,0.5056002140045166,0.453129380941391,2016-01-04,19049
16,china lawyer ni yulan award,0.10411009192466736,0.050531573593616486,0.8453583121299744,2016-01-04,19048
17,china singapore diplomacy bilahari kausikan,0.054371561855077744,0.032266002148389816,0.9133623838424683,2016-01-04,19045
18,china north korea defector hyeonseo lee,0.042666155844926834,0.6828580498695374,0.27447575330734253,2016-01-04,19037
19,north korea china sanctions trade,0.03732289373874664,0.6571973562240601,0.3054797351360321,2016-01-04,19012
20,brussels paris terror attacks fear,0.02673235349357128,0.7053880095481873,0.2678796947002411,2016-01-04,19062
21,donald trump clears the air with republican leaders,0.09387683868408203,0.08038520812988281,0.8257379531860352,2016-01-04,19239
22,in congo wars are small and chaos is endless,0.025989683344960213,0.5378651022911072,0.43614518642425537,2016-01-05,25119
23,syrian city torn by war shows jarring resolve to try to live normally,0.22808143496513367,0.3965825140476227,0.37533602118492126,2016-01-05,25086
24,vivian lee trust in your own leadership style,0.08936048299074173,0.015430040657520294,0.8952094912528992,2016-01-05,24841
25,shari redstone intensifies war of words at viacom,0.07105334848165512,0.3670050799846649,0.5619416236877441,2016-01-06,31061
