,Headline,Positive,Negative,Neutral,date,article_id
0,us iran oil sanctions,0.047803185880184174,0.028172092512249947,0.924024760723114,2019-04-21,7913
1,sri lanka history civil war,0.02849915437400341,0.17957957088947296,0.7919212579727173,2019-04-21,7863
2,china pigs african swine fever,0.037451133131980896,0.18946847319602966,0.7730804085731506,2019-04-22,7990
3,ntj warning sri lanka government,0.04694681242108345,0.3048347532749176,0.6482184529304504,2019-04-22,7976
4,us iran oil sanctions ,0.047803185880184174,0.028172092512249947,0.924024760723114,2019-04-22,7958
5,elizabeth warren student debt,0.05700628086924553,0.08985449373722076,0.8531392812728882,2019-04-22,7954
6,elizabeth warren finance executives,0.032538414001464844,0.05762303248047829,0.9098385572433472,2019-04-22,7942
7,steven spielberg netflix academy awards,0.05320390313863754,0.09950880706310272,0.8472872972488403,2019-04-23,8209
8,sri lanka isis religious ethnic tensions map,0.027925211936235428,0.8559679388999939,0.11610684543848038,2019-04-23,8210
9,trump opioid crisis,0.055214472115039825,0.0410379096865654,0.9037476181983948,2019-04-24,8323
10,curfew sri lanka civil war,0.016981011256575584,0.7360034584999084,0.24701553583145142,2019-04-24,8299
11,europe us tariffs trade war,0.05288024991750717,0.026736490428447723,0.9203832745552063,2019-04-24,8236
12,north korea otto warmbier,0.3046661913394928,0.07305114716291428,0.6222826838493347,2019-04-25,8547
13,china belt and road infrastructure,0.031319767236709595,0.02790292538702488,0.9407772421836853,2019-04-25,8412
14,trump trade war wisconsin dairy,0.06482841074466705,0.07063895463943481,0.8645325899124146,2019-04-26,8710
15,the week in business tesla uber boeing china trade,0.2904830873012543,0.16530585289001465,0.5442110896110535,2019-04-27,8793
16,your privacy is our business,0.029586324468255043,0.03957308083772659,0.9308406114578247,2019-04-27,8804
17,china bike sharing unicorns,0.12776002287864685,0.026492077857255936,0.8457478880882263,2019-04-27,8752
18,mnuchin china us trade negotiations,0.04459420591592789,0.046871367841959,0.9085344076156616,2019-04-28,8906
19,sri lanka attack warning,0.019589083269238472,0.7620404362678528,0.21837055683135986,2019-04-29,8948
20,china xi jinping speech may 4 protest,0.031128840520977974,0.03621908649802208,0.9326521158218384,2019-04-29,9040
21,politics fear,0.03484650328755379,0.04882189258933067,0.9163315892219543,2019-04-29,9042
22,china trade data technology,0.03279853239655495,0.05492124333977699,0.9122802019119263,2019-04-30,9188
23,sri lanka populism ethnic tensions,0.02931244857609272,0.5260389447212219,0.4446485936641693,2019-04-30,9149
24,warren buffett occidental anadarko,0.033111102879047394,0.03391186147928238,0.932977020740509,2019-04-30,9123
25,venezuela crisis,0.031338196247816086,0.048125848174095154,0.9205359220504761,2019-04-30,9139
26,is the muslim brotherhood terrorist,0.03473557531833649,0.03624257817864418,0.9290218353271484,2019-04-30,9210
27,china xinjiang uighur intellectuals,0.038786303251981735,0.07496719062328339,0.8862464427947998,2019-05-01,639
28,australia china huang xiangmo,0.07964445650577545,0.02804725617170334,0.8923082947731018,2019-05-02,5000
29,elizabeth warren net worth,0.029081253334879875,0.050944093614816666,0.9199745655059814,2019-05-02,4936
30,pakistan terrorism blacklist sanctions,0.023699430748820305,0.3466472327709198,0.6296533346176147,2019-05-03,555
31,dealbook briefing how china is trying to fix its slowdown,0.17845304310321808,0.022361600771546364,0.7991853356361389,2019-05-03,575
32,trump us india tariffs,0.04578894376754761,0.03345949947834015,0.9207515120506287,2019-05-03,646
33,hello kitty movie warner bros,0.04225679114460945,0.06536142528057098,0.8923817276954651,2019-05-03,636
34,price war fund fees zero negative,0.039506662636995316,0.03196476027369499,0.9285286068916321,2019-05-04,5551
35,brexit extension theresa may,0.04823733866214752,0.1010548546910286,0.8507077693939209,2019-05-04,5426
36,trump sanctions venezuela cuba,0.030934548005461693,0.22685693204402924,0.7422084808349609,2019-05-04,5597
37,china trade trump jobs decoupling,0.14834530651569366,0.1247800812125206,0.726874589920044,2019-05-04,5458
38,a business trip yields the investment of a lifetime,0.05282957851886749,0.02588394097983837,0.9212864637374878,2019-05-04,5464
39,warren buffett capitalism,0.036716051399707794,0.046285782009363174,0.9169982075691223,2019-05-05,737
40,trump tariffs china trade talks,0.17258703708648682,0.042975571006536484,0.7844374179840088,2019-05-05,702
41,boeing 737 max warning light,0.10057207942008972,0.027657628059387207,0.8717703223228455,2019-05-05,723
42,pompeo china sanctions,0.050773266702890396,0.024681532755494118,0.9245452284812927,2019-05-05,717
43,trump senators mexico tariffs,0.0477704256772995,0.024397943168878555,0.9278315901756287,2019-05-06,559
44,tariffs retail clothes everlane,0.051545508205890656,0.06549321115016937,0.8829612731933594,2019-05-06,691
45,world war 2 history research archives ,0.026176817715168,0.03898826614022255,0.934834897518158,2019-05-06,672
