,Headline,Positive,Negative,Neutral,date,article_id
0,trump opioid crisis,0.055214472115039825,0.0410379096865654,0.9037476181983948,2017-08-08,37189
1,steve bannon china trump,0.037459492683410645,0.05608125776052475,0.9064592719078064,2017-08-09,42153
2,north korea china trade,0.03606332466006279,0.035418588668107986,0.9285181164741516,2017-08-09,42080
3,the forward antisemitism,0.039948366582393646,0.09013606607913971,0.8699155449867249,2017-08-10,47169
4,xi jinping china propaganda village,0.03921767696738243,0.030485784634947777,0.9302965998649597,2017-08-10,47154
5,world war i memorial park,0.03718303516507149,0.04624639078974724,0.9165706038475037,2017-08-11,52438
6,trump china xi jinping north korea,0.03518446534872055,0.07737226784229279,0.8874432444572449,2017-08-11,52298
7,china auto ohio union,0.05369368568062782,0.10031227022409439,0.8459940552711487,2017-08-11,52304
8,att time warner cnn trump,0.026661274954676628,0.03967615216970444,0.9336625337600708,2017-08-11,52480
9,china opioid trump,0.027099797502160072,0.05156593769788742,0.9213342070579529,2017-08-11,52491
10,philippines south china sea,0.02587488293647766,0.061218999326229095,0.9129060506820679,2017-08-11,52333
11,bump stocks congress national rifle association mass shootings,0.02819846384227276,0.050936009734869,0.920865535736084,2017-08-11,52365
12,att time warner,0.02570541389286518,0.08315655589103699,0.891137957572937,2017-08-11,52396
13,china foreign investments,0.02949606254696846,0.03958665579557419,0.9309172630310059,2017-08-11,52387
14,trump tightens cuba embargo restricting access to hotels businesses,0.07969553023576736,0.6490651369094849,0.27123934030532837,2017-08-11,52380
15,china financial stability committee,0.04912235960364342,0.03556439280509949,0.9153132438659668,2017-08-11,52381
16,syria russia us air war,0.037421636283397675,0.07655895501375198,0.8860193490982056,2017-08-12,57290
17,trump taxes schwarzman,0.08601812273263931,0.07540567219257355,0.8385761976242065,2017-08-12,57198
18,uss ward pearl harbor,0.05562080070376396,0.06620830297470093,0.878170907497406,2017-08-12,57207
19,iranian parliament facing us sanctions vote to raise defense spending,0.6688003540039062,0.0692184641957283,0.26198112964630127,2017-08-13,37895
20,trump north korea china trade,0.04267129302024841,0.03268732130527496,0.9246413707733154,2017-08-14,38101
21,china trump us trade intellectual property technology,0.028335968032479286,0.037913545966148376,0.9337505102157593,2017-08-14,38013
22,solar trade tariffs imports,0.037977904081344604,0.024107804521918297,0.9379143118858337,2017-08-15,38205
23,squeezed by an india china standoff bhutan holds its breath,0.08593299239873886,0.7316133379936218,0.18245373666286469,2017-08-15,38265
24,guam north korean missile test warning,0.03439457342028618,0.25320884585380554,0.7123965620994568,2017-08-15,38128
25,hong kong activist howard lam,0.16822248697280884,0.09502028673887253,0.736757218837738,2017-08-15,38127
26,hartford with its finances in disarray veers toward bankruptcy,0.043789930641651154,0.9360592365264893,0.02015083096921444,2017-08-15,38177
27,richard trumka trump business council,0.03090634010732174,0.06030248478055,0.908791184425354,2017-08-16,38395
28,the technology our personal finance columnist trusts his money with,0.08994124084711075,0.013104822486639023,0.8969538807868958,2017-08-16,38385
29,china unicom tencent alibaba soe reform,0.06797602772712708,0.015991199761629105,0.9160327911376953,2017-08-16,38378
30,quotation of the day rebellion by business leaders spelled end of trump councils,0.04901225492358208,0.1515771448612213,0.7994105815887451,2017-08-16,38464
31,china wolf warrior 2 film,0.037558186799287796,0.06502260267734528,0.8974192142486572,2017-08-16,38420
32,political migration a new business of moving out to fit in,0.07884321361780167,0.016145717352628708,0.9050110578536987,2017-08-16,38369
33,russia ukraine malware hacking witness,0.017205148935317993,0.788275420665741,0.194519504904747,2017-08-16,38312
34,business leaders trump advisory councils,0.01956862397491932,0.09565979987382889,0.8847715854644775,2017-08-16,38357
